tag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Alinea,fin,1,604,995,ABCDEE+Arial,#000,169,181,327,338,327,16,P,Part;P
I-Alinea,d’un,1,604,995,ABCDEE+Arial,#000,184,205,327,338,327,16,P,Part;P
I-Alinea,"article,",1,604,995,ABCDEE+Arial,#000,208,240,327,338,327,16,P,Part;P
I-Alinea,d’un,1,604,995,ABCDEE+Arial,#000,243,264,327,338,327,16,P,Part;P
I-Alinea,numéro,1,604,995,ABCDEE+Arial,#000,267,304,327,338,327,16,P,Part;P
I-Alinea,séquentiel,1,604,995,ABCDEE+Arial,#000,307,357,327,338,327,16,P,Part;P
I-Alinea,de,1,604,995,ABCDEE+Arial,#000,360,373,327,338,327,16,P,Part;P
I-Alinea,règlement,1,604,995,ABCDEE+Arial,#000,376,425,327,338,327,16,P,Part;P
I-Alinea,indique,1,604,995,ABCDEE+Arial,#000,428,463,327,338,327,16,P,Part;P
I-Alinea,que,1,604,995,ABCDEE+Arial,#000,466,485,327,338,327,16,P,Part;P
I-Alinea,le,1,604,995,ABCDEE+Arial,#000,488,496,327,338,327,16,P,Part;P
I-Alinea,règlement,1,604,995,ABCDEE+Arial,#000,88,137,339,350,339,16,P,Part;P
I-Alinea,original,1,604,995,ABCDEE+Arial,#000,140,175,339,350,339,16,P,Part;P
I-Alinea,a,1,604,995,ABCDEE+Arial,#000,178,184,339,350,339,16,P,Part;P
I-Alinea,fait,1,604,995,ABCDEE+Arial,#000,187,202,339,350,339,16,P,Part;P
I-Alinea,l’objet,1,604,995,ABCDEE+Arial,#000,205,234,339,350,339,16,P,Part;P
I-Alinea,d'une,1,604,995,ABCDEE+Arial,#000,237,264,339,350,339,16,P,Part;P
I-Alinea,ou,1,604,995,ABCDEE+Arial,#000,267,279,339,350,339,16,P,Part;P
I-Alinea,plusieurs,1,604,995,ABCDEE+Arial,#000,282,326,339,350,339,16,P,Part;P
I-Alinea,modifications,1,604,995,ABCDEE+Arial,#000,329,393,339,350,339,16,P,Part;P
I-Alinea,dont,1,604,995,ABCDEE+Arial,#000,396,418,339,350,339,16,P,Part;P
I-Alinea,la,1,604,995,ABCDEE+Arial,#000,421,429,339,350,339,16,P,Part;P
I-Alinea,référence,1,604,995,ABCDEE+Arial,#000,432,479,339,350,339,16,P,Part;P
I-Alinea,est,1,604,995,ABCDEE+Arial,#000,482,496,339,350,339,16,P,Part;P
I-Alinea,alors,1,604,995,ABCDEE+Arial,#000,88,112,352,363,352,16,P,Part;P
I-Alinea,précisée,1,604,995,ABCDEE+Arial,#000,115,156,352,363,352,16,P,Part;P
I-Alinea,"(règlement,",1,604,995,ABCDEE+Arial,#000,159,215,352,363,352,16,P,Part;P
I-Alinea,article).,1,604,995,ABCDEE+Arial,#000,218,254,352,363,352,16,P,Part;P
B-Titre,RÈGLEMENT,1,604,995,"ABCDEE+Arial,Bold",#000,88,157,390,401,390,19,P,Part;P
I-Titre,1251,1,604,995,"ABCDEE+Arial,Bold",#000,160,184,390,401,390,19,P,Part;P
B-Titre,Relatif,1,604,995,"ABCDEE+Arial,Bold",#f00,88,121,415,426,415,21,P,Part;P
I-Titre,à,1,604,995,"ABCDEE+Arial,Bold",#f00,125,131,415,426,415,21,P,Part;P
I-Titre,la,1,604,995,"ABCDEE+Arial,Bold",#f00,134,143,415,426,415,21,P,Part;P
I-Titre,rémunération,1,604,995,"ABCDEE+Arial,Bold",#f00,146,216,415,426,415,21,P,Part;P
I-Titre,des,1,604,995,"ABCDEE+Arial,Bold",#f00,219,238,415,426,415,21,P,Part;P
I-Titre,membres,1,604,995,"ABCDEE+Arial,Bold",#f00,241,290,415,426,415,21,P,Part;P
I-Titre,du,1,604,995,"ABCDEE+Arial,Bold",#f00,293,307,415,426,415,21,P,Part;P
I-Titre,conseil,1,604,995,"ABCDEE+Arial,Bold",#f00,310,348,415,426,415,21,P,Part;P
B-Alinea,Règlement,1,604,995,ABCDEE+Arial,#000,88,141,453,464,453,24,P,Part;P
I-Alinea,"1251,",1,604,995,ABCDEE+Arial,#000,144,172,453,464,453,24,P,Part;P
I-Alinea,adopté,1,604,995,ABCDEE+Arial,#000,175,208,453,464,453,24,P,Part;P
I-Alinea,le,1,604,995,ABCDEE+Arial,#000,211,220,453,464,453,24,P,Part;P
I-Alinea,15,1,604,995,ABCDEE+Arial,#000,223,235,453,464,453,24,P,Part;P
I-Alinea,janvier,1,604,995,ABCDEE+Arial,#000,238,271,453,464,453,24,P,Part;P
I-Alinea,"2018,",1,604,995,ABCDEE+Arial,#000,274,301,453,464,453,24,P,Part;P
I-Alinea,entré,1,604,995,ABCDEE+Arial,#000,304,329,453,464,453,24,P,Part;P
I-Alinea,en,1,604,995,ABCDEE+Arial,#000,332,345,453,464,453,24,P,Part;P
I-Alinea,vigueur,1,604,995,ABCDEE+Arial,#000,348,384,453,464,453,24,P,Part;P
I-Alinea,le,1,604,995,ABCDEE+Arial,#000,387,395,453,464,453,24,P,Part;P
I-Alinea,24,1,604,995,ABCDEE+Arial,#000,399,411,453,464,453,24,P,Part;P
I-Alinea,janvier,1,604,995,ABCDEE+Arial,#000,414,446,453,464,453,24,P,Part;P
I-Alinea,2018,1,604,995,ABCDEE+Arial,#000,449,474,453,464,453,24,P,Part;P
B-Alinea,Amendé,1,604,995,ABCDEE+Arial,#000,88,129,478,489,478,26,P,Part;P
I-Alinea,par,1,604,995,ABCDEE+Arial,#000,132,148,478,489,478,26,P,Part;P
I-Alinea,les,1,604,995,ABCDEE+Arial,#000,151,165,478,489,478,26,P,Part;P
I-Alinea,règlements,1,604,995,ABCDEE+Arial,#000,168,222,478,489,478,26,P,Part;P
I-Alinea,suivants,1,604,995,ABCDEE+Arial,#000,225,266,478,489,478,26,P,Part;P
I-Alinea,:,1,604,995,ABCDEE+Arial,#000,269,272,478,489,478,26,P,Part;P
B-Liste,,1,604,995,ABCDEE+Symbol,#000,88,93,504,515,504,28,P,Part;L;LI;LBody
I-Liste,"1251-1,",1,604,995,ABCDEE+Arial,#000,116,153,504,515,504,28,P,Part;L;LI;LBody
I-Liste,adopté,1,604,995,ABCDEE+Arial,#000,156,190,504,515,504,28,P,Part;L;LI;LBody
I-Liste,le,1,604,995,ABCDEE+Arial,#000,193,202,504,515,504,28,P,Part;L;LI;LBody
I-Liste,16,1,604,995,ABCDEE+Arial,#000,205,217,504,515,504,28,P,Part;L;LI;LBody
I-Liste,décembre,1,604,995,ABCDEE+Arial,#000,220,269,504,515,504,28,P,Part;L;LI;LBody
I-Liste,"2019,",1,604,995,ABCDEE+Arial,#000,272,300,504,515,504,28,P,Part;L;LI;LBody
I-Liste,entré,1,604,995,ABCDEE+Arial,#000,303,328,504,515,504,28,P,Part;L;LI;LBody
I-Liste,en,1,604,995,ABCDEE+Arial,#000,331,343,504,515,504,28,P,Part;L;LI;LBody
I-Liste,vigueur,1,604,995,ABCDEE+Arial,#000,346,382,504,515,504,28,P,Part;L;LI;LBody
I-Liste,le,1,604,995,ABCDEE+Arial,#000,385,394,504,515,504,28,P,Part;L;LI;LBody
I-Liste,18,1,604,995,ABCDEE+Arial,#000,397,409,504,515,504,28,P,Part;L;LI;LBody
I-Liste,décembre,1,604,995,ABCDEE+Arial,#000,412,461,504,515,504,28,P,Part;L;LI;LBody
I-Liste,2019,1,604,995,ABCDEE+Arial,#000,464,488,504,515,504,28,P,Part;L;LI;LBody
I-Liste,;,1,604,995,ABCDEE+Arial,#000,492,495,504,515,504,28,P,Part;L;LI;LBody
B-Pied,Règlement,1,604,995,ABCDEE+Cambria,#000,88,125,962,970,962,,Artifact,
I-Pied,1251,1,604,995,ABCDEE+Cambria,#000,126,144,962,970,962,,Artifact,
I-Pied,–,1,604,995,ABCDEE+Cambria,#000,146,150,962,970,962,,Artifact,
I-Pied,Rémunération,1,604,995,ABCDEE+Cambria,#000,152,202,962,970,962,,Artifact,
I-Pied,des,1,604,995,ABCDEE+Cambria,#000,203,215,962,970,962,,Artifact,
I-Pied,élus,1,604,995,ABCDEE+Cambria,#000,217,231,962,970,962,,Artifact,
I-Pied,(Compilation,1,604,995,ABCDEE+Cambria,#000,233,278,962,970,962,,Artifact,
I-Pied,administrative,1,604,995,ABCDEE+Cambria,#000,280,331,962,970,962,,Artifact,
I-Pied,au,1,604,995,ABCDEE+Cambria,#000,333,341,962,970,962,,Artifact,
I-Pied,1251-1),1,604,995,ABCDEE+Cambria,#000,343,371,962,970,962,,Artifact,
I-Pied,Page,1,604,995,ABCDEE+Cambria,#000,478,494,962,970,962,,Artifact,
I-Pied,1,1,604,995,ABCDEE+Cambria,#000,496,500,962,970,962,,Artifact,
B-Alinea,LE,2,604,995,"ABCDEE+Arial,Bold",#000,88,102,57,68,1052,1,P,Part;P
I-Alinea,CONSEIL,2,604,995,"ABCDEE+Arial,Bold",#000,107,156,57,68,1052,1,P,Part;P
I-Alinea,MUNICIPAL,2,604,995,"ABCDEE+Arial,Bold",#000,161,222,57,68,1052,1,P,Part;P
I-Alinea,décrète,2,604,995,"ABCDEE+Arial,Bold",#000,228,267,57,68,1052,1,P,Part;P
I-Alinea,qu’il,2,604,995,"ABCDEE+Arial,Bold",#000,272,295,57,68,1052,1,P,Part;P
I-Alinea,soit,2,604,995,"ABCDEE+Arial,Bold",#000,300,320,57,68,1052,1,P,Part;P
I-Alinea,statué,2,604,995,"ABCDEE+Arial,Bold",#000,325,357,57,68,1052,1,P,Part;P
I-Alinea,et,2,604,995,"ABCDEE+Arial,Bold",#000,362,372,57,68,1052,1,P,Part;P
I-Alinea,ordonné,2,604,995,"ABCDEE+Arial,Bold",#000,377,422,57,68,1052,1,P,Part;P
I-Alinea,par,2,604,995,"ABCDEE+Arial,Bold",#000,427,444,57,68,1052,1,P,Part;P
I-Alinea,le,2,604,995,"ABCDEE+Arial,Bold",#000,449,458,57,68,1052,1,P,Part;P
I-Alinea,présent,2,604,995,"ABCDEE+Arial,Bold",#000,464,503,57,68,1052,1,P,Part;P
I-Alinea,règlement,2,604,995,"ABCDEE+Arial,Bold",#000,88,140,69,80,1064,1,P,Part;P
I-Alinea,ce,2,604,995,"ABCDEE+Arial,Bold",#000,144,156,69,80,1064,1,P,Part;P
I-Alinea,qui,2,604,995,"ABCDEE+Arial,Bold",#000,159,175,69,80,1064,1,P,Part;P
I-Alinea,suit,2,604,995,"ABCDEE+Arial,Bold",#000,178,198,69,80,1064,1,P,Part;P
I-Alinea,:,2,604,995,"ABCDEE+Arial,Bold",#000,201,205,69,80,1064,1,P,Part;P
B-Article,Article,2,604,995,"ABCDEE+Arial,Bold",#000,88,125,95,107,1090,3,P,Part;L;LI;LBody
I-Article,1,2,604,995,"ABCDEE+Arial,Bold",#000,132,138,95,107,1090,3,P,Part;L;LI;LBody
I-Article,Application,2,604,995,"ABCDEE+Arial,Bold",#000,173,233,95,106,1091,3,P,Part;L;LI;LBody
B-Alinea,Le,2,604,995,ABCDEE+Arial,#000,88,100,108,119,1103,4,P,Part;P
I-Alinea,présent,2,604,995,ABCDEE+Arial,#000,103,140,108,119,1103,4,P,Part;P
I-Alinea,règlement,2,604,995,ABCDEE+Arial,#000,143,192,108,119,1103,4,P,Part;P
I-Alinea,fixe,2,604,995,ABCDEE+Arial,#000,195,212,108,119,1103,4,P,Part;P
I-Alinea,une,2,604,995,ABCDEE+Arial,#000,215,234,108,119,1103,4,P,Part;P
I-Alinea,rémunération,2,604,995,ABCDEE+Arial,#000,237,302,108,119,1103,4,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,305,317,108,119,1103,4,P,Part;P
I-Alinea,base,2,604,995,ABCDEE+Arial,#000,320,344,108,119,1103,4,P,Part;P
I-Alinea,annuelle,2,604,995,ABCDEE+Arial,#000,347,389,108,119,1103,4,P,Part;P
I-Alinea,et,2,604,995,ABCDEE+Arial,#000,392,401,108,119,1103,4,P,Part;P
I-Alinea,additionnelle,2,604,995,ABCDEE+Arial,#000,405,466,108,119,1103,4,P,Part;P
I-Alinea,pour,2,604,995,ABCDEE+Arial,#000,470,492,108,119,1103,4,P,Part;P
I-Alinea,le,2,604,995,ABCDEE+Arial,#000,495,503,108,119,1103,4,P,Part;P
I-Alinea,les,2,604,995,ABCDEE+Arial,#000,88,102,121,132,1116,4,P,Part;P
I-Alinea,membres,2,604,995,ABCDEE+Arial,#000,107,153,121,132,1116,4,P,Part;P
I-Alinea,du,2,604,995,ABCDEE+Arial,#000,158,170,121,132,1116,4,P,Part;P
I-Alinea,conseil,2,604,995,ABCDEE+Arial,#000,175,209,121,132,1116,4,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,214,226,121,132,1116,4,P,Part;P
I-Alinea,la,2,604,995,ABCDEE+Arial,#000,231,240,121,132,1116,4,P,Part;P
I-Alinea,ville,2,604,995,ABCDEE+Arial,#000,245,264,121,132,1116,4,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,269,281,121,132,1116,4,P,Part;P
I-Alinea,Sainte-Adèle,2,604,995,ABCDEE+Arial,#000,286,349,121,132,1116,4,P,Part;P
I-Alinea,pour,2,604,995,ABCDEE+Arial,#000,354,376,121,132,1116,4,P,Part;P
I-Alinea,l’exercice,2,604,995,ABCDEE+Arial,#000,381,427,121,132,1116,4,P,Part;P
I-Alinea,financier,2,604,995,ABCDEE+Arial,#000,432,474,121,132,1116,4,P,Part;P
I-Alinea,2018,2,604,995,ABCDEE+Arial,#000,479,503,121,132,1116,4,P,Part;P
I-Alinea,ainsi,2,604,995,ABCDEE+Arial,#000,88,110,133,145,1129,4,P,Part;P
I-Alinea,que,2,604,995,ABCDEE+Arial,#000,113,132,133,145,1129,4,P,Part;P
I-Alinea,tous,2,604,995,ABCDEE+Arial,#000,135,156,133,145,1129,4,P,Part;P
I-Alinea,les,2,604,995,ABCDEE+Arial,#000,159,173,133,145,1129,4,P,Part;P
I-Alinea,exercices,2,604,995,ABCDEE+Arial,#000,176,222,133,145,1129,4,P,Part;P
I-Alinea,financiers,2,604,995,ABCDEE+Arial,#000,225,272,133,145,1129,4,P,Part;P
I-Alinea,suivants.,2,604,995,ABCDEE+Arial,#000,275,319,133,145,1129,4,P,Part;P
B-Article,Article,2,604,995,"ABCDEE+Arial,Bold",#000,88,125,159,171,1154,6,P,Part;L;LI;LBody
I-Article,2,2,604,995,"ABCDEE+Arial,Bold",#000,132,138,159,171,1154,6,P,Part;L;LI;LBody
I-Article,Rémunération,2,604,995,"ABCDEE+Arial,Bold",#000,173,247,160,171,1155,6,P,Part;L;LI;LBody
I-Article,annuelle,2,604,995,"ABCDEE+Arial,Bold",#000,250,295,160,171,1155,6,P,Part;L;LI;LBody
I-Article,de,2,604,995,"ABCDEE+Arial,Bold",#000,297,310,160,171,1155,6,P,Part;L;LI;LBody
I-Article,base,2,604,995,"ABCDEE+Arial,Bold",#000,313,339,160,171,1155,6,P,Part;L;LI;LBody
B-Alinea,La,2,604,995,ABCDEE+Arial,#000,88,100,172,183,1168,7,P,Part;P
I-Alinea,rémunération,2,604,995,ABCDEE+Arial,#000,104,169,172,183,1168,7,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,172,185,172,183,1168,7,P,Part;P
I-Alinea,base,2,604,995,ABCDEE+Arial,#000,188,212,172,183,1168,7,P,Part;P
I-Alinea,annuelle,2,604,995,ABCDEE+Arial,#000,216,258,172,183,1168,7,P,Part;P
I-Alinea,du,2,604,995,ABCDEE+Arial,#000,261,274,172,183,1168,7,P,Part;P
I-Alinea,maire,2,604,995,ABCDEE+Arial,#000,277,305,172,183,1168,7,P,Part;P
I-Alinea,est,2,604,995,ABCDEE+Arial,#000,309,323,172,183,1168,7,P,Part;P
I-Alinea,fixée,2,604,995,ABCDEE+Arial,#000,327,350,172,183,1168,7,P,Part;P
I-Alinea,à,2,604,995,ABCDEE+Arial,#000,354,360,172,183,1168,7,P,Part;P
I-Alinea,64,2,604,995,ABCDEE+Arial,#000,364,376,172,183,1168,7,P,Part;P
I-Alinea,873,2,604,995,ABCDEE+Arial,#000,380,398,172,183,1168,7,P,Part;P
I-Alinea,$,2,604,995,ABCDEE+Arial,#000,402,408,172,183,1168,7,P,Part;P
I-Alinea,et,2,604,995,ABCDEE+Arial,#000,412,421,172,183,1168,7,P,Part;P
I-Alinea,celle,2,604,995,ABCDEE+Arial,#000,425,448,172,183,1168,7,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,451,464,172,183,1168,7,P,Part;P
I-Alinea,chaque,2,604,995,ABCDEE+Arial,#000,467,503,172,183,1168,7,P,Part;P
I-Alinea,conseiller,2,604,995,ABCDEE+Arial,#000,88,134,185,196,1180,7,P,Part;P
I-Alinea,est,2,604,995,ABCDEE+Arial,#000,137,152,185,196,1180,7,P,Part;P
I-Alinea,fixée,2,604,995,ABCDEE+Arial,#000,155,178,185,196,1180,7,P,Part;P
I-Alinea,à,2,604,995,ABCDEE+Arial,#000,181,187,185,196,1180,7,P,Part;P
I-Alinea,10,2,604,995,ABCDEE+Arial,#000,190,203,185,196,1180,7,P,Part;P
I-Alinea,864,2,604,995,ABCDEE+Arial,#000,206,224,185,196,1180,7,P,Part;P
I-Alinea,$.,2,604,995,ABCDEE+Arial,#000,227,236,185,196,1180,7,P,Part;P
B-Amendement,"1251-1,",2,604,995,"ABCDEE+Arial,Bold",#f00,88,115,210,218,1205,9,P,Part;P
I-Amendement,a.,2,604,995,"ABCDEE+Arial,Bold",#f00,117,124,210,218,1205,9,P,Part;P
I-Amendement,2,2,604,995,"ABCDEE+Arial,Bold",#f00,126,130,210,218,1205,9,P,Part;P
B-Article,Article,2,604,995,"ABCDEE+Arial,Bold",#000,88,125,232,244,1228,11,P,Part;L;LI;LBody
I-Article,3,2,604,995,"ABCDEE+Arial,Bold",#000,132,138,232,244,1228,11,P,Part;L;LI;LBody
I-Article,Allocation,2,604,995,"ABCDEE+Arial,Bold",#000,173,226,233,244,1228,11,P,Part;L;LI;LBody
I-Article,annuelle,2,604,995,"ABCDEE+Arial,Bold",#000,229,274,233,244,1228,11,P,Part;L;LI;LBody
I-Article,de,2,604,995,"ABCDEE+Arial,Bold",#000,277,290,233,244,1228,11,P,Part;L;LI;LBody
I-Article,dépenses,2,604,995,"ABCDEE+Arial,Bold",#000,292,343,233,244,1228,11,P,Part;L;LI;LBody
B-Alinea,Une,2,604,995,ABCDEE+Arial,#000,88,108,246,257,1241,12,P,Part;P
I-Alinea,allocation,2,604,995,ABCDEE+Arial,#000,114,160,246,257,1241,12,P,Part;P
I-Alinea,de,2,604,995,ABCDEE+Arial,#000,166,179,246,257,1241,12,P,Part;P
I-Alinea,dépenses,2,604,995,ABCDEE+Arial,#000,185,232,246,257,1241,12,P,Part;P
I-Alinea,prévue,2,604,995,ABCDEE+Arial,#000,238,272,246,257,1241,12,P,Part;P
I-Alinea,à,2,604,995,ABCDEE+Arial,#000,278,284,246,257,1241,12,P,Part;P
I-Alinea,l’article,2,604,995,ABCDEE+Arial,#000,290,324,246,257,1241,12,P,Part;P
I-Alinea,19,2,604,995,ABCDEE+Arial,#000,330,342,246,257,1241,12,P,Part;P
I-Alinea,Loi,2,604,995,"ABCDEE+Arial,Italic",#000,348,363,246,257,1241,12,P,Part;P
I-Alinea,sur,2,604,995,"ABCDEE+Arial,Italic",#000,369,384,246,257,1241,12,P,Part;P
I-Alinea,le,2,604,995,"ABCDEE+Arial,Italic",#000,390,399,246,257,1241,12,P,Part;P
I-Alinea,traitement,2,604,995,"ABCDEE+Arial,Italic",#000,405,454,246,257,1241,12,P,Part;P
I-Alinea,des,2,604,995,"ABCDEE+Arial,Italic",#000,460,477,246,257,1241,12,P,Part;P
I-Alinea,élus,2,604,995,"ABCDEE+Arial,Italic",#000,483,503,246,257,1241,12,P,Part;P
I-Alinea,municipaux,2,604,995,"ABCDEE+Arial,Italic",#000,88,143,258,269,1254,12,P,Part;P
I-Alinea,"(RLRQ,",2,604,995,ABCDEE+Arial,#000,147,184,258,269,1254,12,P,Part;P
I-Alinea,c.,2,604,995,ABCDEE+Arial,#000,187,195,258,269,1254,12,P,Part;P
I-Alinea,T-11.001),2,604,995,ABCDEE+Arial,#000,198,246,258,269,1254,12,P,Part;P
