tag,text,page,page_width,page_height,fontname,r,g,b,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Tableau,1314-2021-PIIA,1,612,792,BCDJEE+Calibri-Bold,0,0,0,272,424,556,580,556,6,Span,Document;Table;TR;TH;P
I-Tableau,Codification,1,612,792,BCDJEE+Calibri-Bold,0,0,0,153,223,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,administrative,1,612,792,BCDJEE+Calibri-Bold,0,0,0,226,310,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,:,1,612,792,BCDJEE+Calibri-Bold,0,0,0,314,318,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,à,1,612,792,BCDJEE+Calibri-Bold,0,0,0,324,331,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,jour,1,612,792,BCDJEE+Calibri-Bold,0,0,0,334,357,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,–,1,612,792,BCDKEE+Calibri-Bold,0,0,0,361,368,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,22,1,612,792,BCDJEE+Calibri-Bold,0,0,0,371,385,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,février,1,612,792,BCDJEE+Calibri-Bold,0,0,0,388,427,616,630,616,8,Span,Document;Table;TR;TH;P
I-Tableau,2023,1,612,792,BCDJEE+Calibri-Bold,0,0,0,430,458,616,630,616,8,Span,Document;Table;TR;TH;P
B-Pied,1,1,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,555,558,749,757,749,,Artifact,
B-Tete,Règlement,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,97,128,36,45,828,,Artifact,
I-Tete,relatif,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,130,146,36,45,828,,Artifact,
I-Tete,aux,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,148,159,36,45,828,,Artifact,
I-Tete,PIIA,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,160,173,36,45,828,,Artifact,
I-Tete,numéro,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,175,197,36,45,828,,Artifact,
I-Tete,1314-2021-PIIA,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,199,245,36,45,828,,Artifact,
I-Tete,Entrée,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,505,525,36,45,828,,Artifact,
I-Tete,en,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,527,534,36,45,828,,Artifact,
I-Tete,vigueur,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,536,557,36,45,828,,Artifact,
B-Tableau,PROVINCE,2,612,792,ArialMT,0.251,0.251,0.251,97,154,111,122,903,1,Span,Document;H1
I-Tableau,DE,2,612,792,ArialMT,0.251,0.251,0.251,157,172,111,122,903,1,Span,Document;H1
I-Tableau,QUEBEC,2,612,792,ArialMT,0.251,0.251,0.251,175,222,111,122,903,1,Span,Document;H1
I-Tableau,REGLEMENT,2,612,792,ArialMT,0.251,0.251,0.251,338,406,111,122,903,1,Span,Document;H1
I-Tableau,NUMERO,2,612,792,ArialMT,0.251,0.251,0.251,409,458,111,122,903,1,Span,Document;H1
I-Tableau,1314-2021-PIIA,2,612,792,ArialMT,0.251,0.251,0.251,461,538,111,122,903,1,Span,Document;H1
I-Tableau,VILLE,2,612,792,ArialMT,0.251,0.251,0.251,97,127,129,140,921,2,Span,Document;H1
I-Tableau,DE,2,612,792,ArialMT,0.251,0.251,0.251,130,145,129,140,921,2,Span,Document;H1
I-Tableau,Sainte-Adèle,2,612,792,ArialMT,0.251,0.251,0.251,148,211,129,140,921,2,Span,Document;H1
I-Tableau,REGLEMENT,2,612,792,ArialMT,0.251,0.251,0.251,338,406,129,140,921,2,Span,Document;H1
I-Tableau,RELATIF,2,612,792,ArialMT,0.251,0.251,0.251,409,454,129,140,921,2,Span,Document;H1
I-Tableau,AUX,2,612,792,ArialMT,0.251,0.251,0.251,457,480,129,140,921,2,Span,Document;H1
I-Tableau,PLANS,2,612,792,ArialMT,0.251,0.251,0.251,483,519,129,140,921,2,Span,Document;H1
I-Tableau,D’IMPLANTATION,2,612,792,ArialMT,0.251,0.251,0.251,337,429,142,153,934,2,Span,Document;H1
I-Tableau,ET,2,612,792,ArialMT,0.251,0.251,0.251,432,446,142,153,934,2,Span,Document;H1
I-Tableau,D’INTÉGRATION,2,612,792,ArialMT,0.251,0.251,0.251,449,535,142,153,934,2,Span,Document;H1
I-Tableau,ARCHITECTURALE,2,612,792,ArialMT,0.251,0.251,0.251,337,437,155,166,947,2,Span,Document;H1
B-Tableau,Avis,2,612,792,ArialMT,0.251,0.251,0.251,97,117,209,220,1001,4,Span,Document;H1
I-Tableau,de,2,612,792,ArialMT,0.251,0.251,0.251,120,133,209,220,1001,4,Span,Document;H1
I-Tableau,motion,2,612,792,ArialMT,0.251,0.251,0.251,136,169,209,220,1001,4,Span,Document;H1
I-Tableau,:,2,612,792,ArialMT,0.251,0.251,0.251,172,175,209,220,1001,4,Span,Document;H1
I-Tableau,17,2,612,792,ArialMT,0.251,0.251,0.251,231,243,209,220,1001,4,Span,Document;H1
I-Tableau,mai,2,612,792,ArialMT,0.251,0.251,0.251,247,264,209,220,1001,4,Span,Document;H1
I-Tableau,2021,2,612,792,ArialMT,0.251,0.251,0.251,267,292,209,220,1001,4,Span,Document;H1
I-Tableau,Adoption,2,612,792,ArialMT,0.251,0.251,0.251,97,140,234,245,1026,5,Span,Document;H1
I-Tableau,:,2,612,792,ArialMT,0.251,0.251,0.251,143,146,234,245,1026,5,Span,Document;H1
I-Tableau,19,2,612,792,ArialMT,0.251,0.251,0.251,231,243,234,245,1026,5,Span,Document;H1
I-Tableau,juillet,2,612,792,ArialMT,0.251,0.251,0.251,247,272,234,245,1026,5,Span,Document;H1
I-Tableau,2021,2,612,792,ArialMT,0.251,0.251,0.251,275,299,234,245,1026,5,Span,Document;H1
I-Tableau,Entrée,2,612,792,ArialMT,0.251,0.251,0.251,97,129,258,269,1050,6,Span,Document;H1
I-Tableau,en,2,612,792,ArialMT,0.251,0.251,0.251,132,144,258,269,1050,6,Span,Document;H1
I-Tableau,vigueur,2,612,792,ArialMT,0.251,0.251,0.251,147,183,258,269,1050,6,Span,Document;H1
I-Tableau,:,2,612,792,ArialMT,0.251,0.251,0.251,186,190,258,269,1050,6,Span,Document;H1
I-Tableau,23,2,612,792,ArialMT,0.251,0.251,0.251,231,243,258,269,1050,6,Span,Document;H1
I-Tableau,septembre,2,612,792,ArialMT,0.251,0.251,0.251,247,299,258,269,1050,6,Span,Document;H1
I-Tableau,2021,2,612,792,ArialMT,0.251,0.251,0.251,302,326,258,269,1050,6,Span,Document;H1
B-Tableau,Numéro,2,612,792,Arial-BoldMT,0.251,0.251,0.251,178,219,311,322,1103,8,Span,Document;Table;TR;TH;P
I-Tableau,du,2,612,792,Arial-BoldMT,0.251,0.251,0.251,222,236,311,322,1103,8,Span,Document;Table;TR;TH;P
I-Tableau,règlement,2,612,792,Arial-BoldMT,0.251,0.251,0.251,239,291,311,322,1103,8,Span,Document;Table;TR;TH;P
I-Tableau,Date,2,612,792,Arial-BoldMT,0.251,0.251,0.251,391,415,311,322,1103,9,Span,Document;Table;TR;TH;P
I-Tableau,d’entrée,2,612,792,Arial-BoldMT,0.251,0.251,0.251,418,461,311,322,1103,9,Span,Document;Table;TR;TH;P
I-Tableau,en,2,612,792,Arial-BoldMT,0.251,0.251,0.251,464,477,311,322,1103,9,Span,Document;Table;TR;TH;P
I-Tableau,vigueur,2,612,792,Arial-BoldMT,0.251,0.251,0.251,480,520,311,322,1103,9,Span,Document;Table;TR;TH;P
I-Tableau,1314-2021-PIIA-1,2,612,792,ArialMT,0.251,0.251,0.251,191,278,351,362,1143,10,Span,Document;Table;TR;TH;P
I-Tableau,17,2,612,792,ArialMT,0.251,0.251,0.251,419,431,351,362,1143,11,Span,Document;Table;TR;TD;P
I-Tableau,février,2,612,792,ArialMT,0.251,0.251,0.251,434,465,351,362,1143,11,Span,Document;Table;TR;TD;P
I-Tableau,2023,2,612,792,ArialMT,0.251,0.251,0.251,468,492,351,362,1143,11,Span,Document;Table;TR;TD;P
B-Pied,2,2,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,555,558,749,757,1541,,Artifact,
B-Tete,Règlement,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,54,86,36,45,1620,,Artifact,
I-Tete,relatif,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,87,104,36,45,1620,,Artifact,
I-Tete,aux,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,105,116,36,45,1620,,Artifact,
I-Tete,PIIA,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,118,130,36,45,1620,,Artifact,
I-Tete,numéro,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,132,154,36,45,1620,,Artifact,
I-Tete,1314-2021-PIIA,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,156,202,36,45,1620,,Artifact,
I-Tete,Table,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,419,436,36,45,1620,,Artifact,
I-Tete,des,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,438,448,36,45,1620,,Artifact,
I-Tete,"matières,",3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,450,477,36,45,1620,,Artifact,
I-Tete,des,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,479,489,36,45,1620,,Artifact,
I-Tete,figures,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,491,511,36,45,1620,,Artifact,
I-Tete,et,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,513,518,36,45,1620,,Artifact,
I-Tete,des,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,520,531,36,45,1620,,Artifact,
I-Tete,tableaux,3,612,792,BCDEEE+ArialNarrow,0.498,0.498,0.498,532,557,36,45,1620,,Artifact,
B-Titre,Table,3,612,792,BCDMEE+Lato,0.349,0.349,0.349,54,112,77,103,1661,0,Span,Document;H1;Span
I-Titre,des,3,612,792,BCDMEE+Lato,0.349,0.349,0.349,117,156,77,103,1661,0,Span,Document;H1;Span
I-Titre,matières,3,612,792,BCDMEE+Lato,0.349,0.349,0.349,162,256,77,103,1661,0,Span,Document;H1;Span
B-TOC,DISPOSITIONS,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,129,199,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,"DÉCLARATOIRES,",3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,202,289,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,INTERPRÉTATIVES,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,292,383,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,ET,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,386,398,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,ADMINISTRATIVES,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,401,491,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,......................,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,491,552,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,9,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,552,558,117,129,1701,3,Span,Document;TOC;TOCI
I-TOC,SECTION,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,54,90,137,146,1721,5,Span,Document;TOCI;Link;Span
I-TOC,1,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,93,97,137,146,1721,5,Span,Document;TOCI;Link;Span
I-TOC,DISPOSITIONS,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,129,187,137,146,1721,5,Span,Document;TOCI;Link;Span
I-TOC,DÉCLARATOIRES..............................................................................................................................,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,189,547,137,146,1721,5,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,549,558,137,146,1721,5,Span,Document;TOCI;Link;Span
I-TOC,1.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,Titre,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,99,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,du,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,101,110,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,règlement,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,112,149,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,..............................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,150,547,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,154,164,1738,7,Span,Document;TOCI;Link;Span
I-TOC,2.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,171,181,1755,9,Span,Document;TOCI;Link;Span
I-TOC,Abrogation,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,122,171,181,1755,9,Span,Document;TOCI;Link;Span
I-TOC,..........................................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,123,547,171,181,1755,9,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,171,181,1755,9,Span,Document;TOCI;Link;Span
I-TOC,3.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,Portée,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,106,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,du,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,109,118,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,règlement,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,120,156,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,et,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,159,166,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,territoire,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,168,198,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,assujetti,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,200,230,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,..........................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,233,547,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,189,199,1773,11,Span,Document;TOCI;Link;Span
I-TOC,4.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,206,216,1790,13,Span,Document;TOCI;Link;Span
I-TOC,Domaine,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,82,115,206,216,1790,13,Span,Document;TOCI;Link;Span
I-TOC,d’application,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,117,163,206,216,1790,13,Span,Document;TOCI;Link;Span
I-TOC,........................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,164,547,206,216,1790,13,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,206,216,1790,13,Span,Document;TOCI;Link;Span
I-TOC,5.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,Dispositions,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,82,126,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,des,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,129,142,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,lois,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,144,156,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,et,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,159,165,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,d’autres,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,168,197,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,règlements,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,199,240,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,......................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,242,547,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,224,233,1808,15,Span,Document;TOCI;Link;Span
I-TOC,6.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,Invalidité,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,114,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,partielle,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,117,145,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,du,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,148,157,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,règlement,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,159,196,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,..........................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,196,547,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,241,251,1825,17,Span,Document;TOCI;Link;Span
I-TOC,7.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,258,268,1842,19,Span,Document;TOCI;Link;Span
I-TOC,Documents,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,124,258,268,1842,19,Span,Document;TOCI;Link;Span
I-TOC,annexés,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,126,157,258,268,1842,19,Span,Document;TOCI;Link;Span
I-TOC,...........................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,157,547,258,268,1842,19,Span,Document;TOCI;Link;Span
I-TOC,10,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,258,268,1842,19,Span,Document;TOCI;Link;Span
I-TOC,8.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,Entrée,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,106,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,en,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,109,118,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,vigueur,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,120,147,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,...............................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,148,547,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,11,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,276,286,1860,21,Span,Document;TOCI;Link;Span
I-TOC,SECTION,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,54,90,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,2,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,93,97,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,DISPOSITIONS,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,129,187,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,INTERPRÉTATIVES,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,189,265,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,...........................................................................................................................,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,267,547,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,12,3,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,549,558,293,303,1877,23,Span,Document;TOCI;Link;Span
I-TOC,9.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,61,310,320,1894,25,Span,Document;TOCI;Link;Span
I-TOC,Ville,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,98,310,320,1894,25,Span,Document;TOCI;Link;Span
I-TOC,.....................................................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,98,547,310,320,1894,25,Span,Document;TOCI;Link;Span
I-TOC,12,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,310,320,1894,25,Span,Document;TOCI;Link;Span
I-TOC,10.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,65,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,Structure,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,115,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,du,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,118,127,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,règlement,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,129,166,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,.......................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,166,547,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,12,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,328,338,1912,27,Span,Document;TOCI;Link;Span
I-TOC,11.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,65,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,Interprétation,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,82,131,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,du,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,133,142,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,texte,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,144,162,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,........................................................................................................................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,164,547,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,12,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,549,558,345,355,1929,29,Span,Document;TOCI;Link;Span
I-TOC,12.,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,65,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,Règle,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,82,104,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,d’interprétation,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,106,160,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,entre,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,162,181,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,une,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,183,197,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,disposition,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,199,238,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,générale,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,240,272,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,et,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,274,281,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,une,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,283,297,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,disposition,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,299,338,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,spécifique,3,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,340,377,363,373,1947,31,Span,Document;TOCI;Link;Span
I-TOC,..........................................................................,3,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,379,547,363,373,1947,31,Span,Document;TOCI;Link;Span
