tag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Alinea,sont,1,612,1008,ArialMT,#000,255,276,207,218,207,8,P,Document;P
I-Alinea,présents,1,612,1008,ArialMT,#000,279,322,207,218,207,8,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,325,339,207,218,207,8,P,Document;P
I-Alinea,membres,1,612,1008,ArialMT,#000,342,388,207,218,207,8,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,392,404,207,218,207,8,P,Document;P
I-Alinea,conseil,1,612,1008,ArialMT,#000,407,441,207,218,207,8,P,Document;P
I-Alinea,suivants,1,612,1008,ArialMT,#000,445,485,207,218,207,8,P,Document;P
I-Alinea,formant,1,612,1008,ArialMT,#000,488,526,207,218,207,8,P,Document;P
I-Alinea,le,1,612,1008,ArialMT,#000,106,115,220,231,220,8,P,Document;P
I-Alinea,quorum,1,612,1008,ArialMT,#000,118,155,220,231,220,8,P,Document;P
I-Alinea,:,1,612,1008,ArialMT,#000,159,162,220,231,220,8,P,Document;P
B-Liste,Monsieur,1,612,1008,ArialMT,#000,106,152,245,256,245,10,Span,Document;P
I-Liste,Pierre,1,612,1008,ArialMT,#000,155,184,245,256,245,10,Span,Document;P
I-Liste,Lafond,1,612,1008,ArialMT,#000,187,221,245,256,245,10,Span,Document;P
I-Liste,Conseiller,1,612,1008,ArialMT,#000,276,325,245,256,245,10,Span,Document;P
I-Liste,du,1,612,1008,ArialMT,#000,328,341,245,256,245,10,Span,Document;P
I-Liste,district,1,612,1008,ArialMT,#000,344,375,245,256,245,10,Span,Document;P
I-Liste,1,1,612,1008,ArialMT,#000,378,385,245,256,245,10,Span,Document;P
B-Liste,Monsieur,1,612,1008,ArialMT,#000,106,152,258,269,258,11,Span,Document;P
I-Liste,Roch,1,612,1008,ArialMT,#000,155,181,258,269,258,11,Span,Document;P
I-Liste,Bédard,1,612,1008,ArialMT,#000,184,219,258,269,258,11,Span,Document;P
I-Liste,Conseiller,1,612,1008,ArialMT,#000,276,325,258,269,258,11,Span,Document;P
I-Liste,du,1,612,1008,ArialMT,#000,328,341,258,269,258,11,Span,Document;P
I-Liste,district,1,612,1008,ArialMT,#000,344,375,258,269,258,11,Span,Document;P
I-Liste,2,1,612,1008,ArialMT,#000,378,385,258,269,258,11,Span,Document;P
B-Liste,Monsieur,1,612,1008,ArialMT,#000,106,152,270,281,270,12,Span,Document;P
I-Liste,Martin,1,612,1008,ArialMT,#000,155,185,270,281,270,12,Span,Document;P
I-Liste,Jolicoeur,1,612,1008,ArialMT,#000,188,232,270,281,270,12,Span,Document;P
I-Liste,Conseiller,1,612,1008,ArialMT,#000,276,325,270,281,270,12,Span,Document;P
I-Liste,du,1,612,1008,ArialMT,#000,328,341,270,281,270,12,Span,Document;P
I-Liste,district,1,612,1008,ArialMT,#000,344,375,270,281,270,12,Span,Document;P
I-Liste,4,1,612,1008,ArialMT,#000,378,385,270,281,270,12,Span,Document;P
B-Liste,Madame,1,612,1008,ArialMT,#000,106,149,283,294,283,13,Span,Document;P
I-Liste,Frédérike,1,612,1008,ArialMT,#000,152,199,283,294,283,13,Span,Document;P
I-Liste,Cavezzali,1,612,1008,ArialMT,#000,202,250,283,294,283,13,Span,Document;P
I-Liste,Conseillère,1,612,1008,ArialMT,#000,276,331,283,294,283,13,Span,Document;P
I-Liste,du,1,612,1008,ArialMT,#000,334,347,283,294,283,13,Span,Document;P
I-Liste,district,1,612,1008,ArialMT,#000,350,381,283,294,283,13,Span,Document;P
I-Liste,5,1,612,1008,ArialMT,#000,385,391,283,294,283,13,Span,Document;P
B-Alinea,Monsieur,1,612,1008,ArialMT,#000,106,152,308,320,308,15,P,Document;P
I-Alinea,le,1,612,1008,ArialMT,#000,155,163,308,320,308,15,P,Document;P
I-Alinea,conseiller,1,612,1008,ArialMT,#000,166,213,308,320,308,15,P,Document;P
I-Alinea,Robert,1,612,1008,ArialMT,#000,216,249,308,320,308,15,P,Document;P
I-Alinea,Bélisle,1,612,1008,ArialMT,#000,252,284,308,320,308,15,P,Document;P
I-Alinea,est,1,612,1008,ArialMT,#000,287,302,308,320,308,15,P,Document;P
I-Alinea,absent,1,612,1008,ArialMT,#000,305,338,308,320,308,15,P,Document;P
I-Alinea,pour,1,612,1008,ArialMT,#000,341,363,308,320,308,15,P,Document;P
I-Alinea,toute,1,612,1008,ArialMT,#000,366,391,308,320,308,15,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,394,402,308,320,308,15,P,Document;P
I-Alinea,durée,1,612,1008,ArialMT,#000,405,434,308,320,308,15,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,437,449,308,320,308,15,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,452,461,308,320,308,15,P,Document;P
I-Alinea,séance.,1,612,1008,ArialMT,#000,463,502,308,320,308,15,P,Document;P
B-Alinea,Sous,1,612,1008,ArialMT,#000,106,132,334,345,334,17,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,135,143,334,345,334,17,P,Document;P
I-Alinea,présidence,1,612,1008,ArialMT,#000,146,200,334,345,334,17,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,203,215,334,345,334,17,P,Document;P
I-Alinea,madame,1,612,1008,ArialMT,#000,218,261,334,345,334,17,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,264,273,334,345,334,17,P,Document;P
I-Alinea,mairesse,1,612,1008,ArialMT,#000,276,321,334,345,334,17,P,Document;P
I-Alinea,Nadine,1,612,1008,ArialMT,#000,324,358,334,345,334,17,P,Document;P
I-Alinea,Brière.,1,612,1008,ArialMT,#000,361,394,334,345,334,17,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,359,370,359,19,P,Document;P
I-Alinea,QUE,1,612,1008,ArialMT,#000,161,185,359,370,359,19,P,Document;P
I-Alinea,monsieur,1,612,1008,ArialMT,#000,188,234,359,370,359,19,P,Document;P
I-Alinea,le,1,612,1008,ArialMT,#000,237,245,359,370,359,19,P,Document;P
I-Alinea,conseiller,1,612,1008,ArialMT,#000,248,295,359,370,359,19,P,Document;P
I-Alinea,Pierre,1,612,1008,ArialMT,#000,298,327,359,370,359,19,P,Document;P
I-Alinea,Lafond,1,612,1008,ArialMT,#000,330,364,359,370,359,19,P,Document;P
I-Alinea,a,1,612,1008,ArialMT,#000,367,374,359,370,359,19,P,Document;P
I-Alinea,été,1,612,1008,ArialMT,#000,377,392,359,370,359,19,P,Document;P
I-Alinea,déconnecté,1,612,1008,ArialMT,#000,395,452,359,370,359,19,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,455,467,359,370,359,19,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,470,479,359,370,359,19,P,Document;P
I-Alinea,séance,1,612,1008,ArialMT,#000,482,518,359,370,359,19,P,Document;P
I-Alinea,zoom;,1,612,1008,ArialMT,#000,106,137,372,383,372,19,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,397,408,397,21,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,163,171,397,408,397,21,P,Document;P
I-Alinea,volonté,1,612,1008,ArialMT,#000,176,211,397,408,397,21,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,216,228,397,408,397,21,P,Document;P
I-Alinea,conseil,1,612,1008,ArialMT,#000,233,267,397,408,397,21,P,Document;P
I-Alinea,municipal,1,612,1008,ArialMT,#000,271,318,397,408,397,21,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,322,335,397,408,397,21,P,Document;P
I-Alinea,renforcer,1,612,1008,ArialMT,#000,339,383,397,408,397,21,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,387,401,397,408,397,21,P,Document;P
I-Alinea,mesures,1,612,1008,ArialMT,#000,406,448,397,408,397,21,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,452,465,397,408,397,21,P,Document;P
I-Alinea,protection,1,612,1008,ArialMT,#000,469,517,397,408,397,21,P,Document;P
I-Alinea,des,1,612,1008,ArialMT,#000,106,124,410,421,410,21,P,Document;P
I-Alinea,cours,1,612,1008,ArialMT,#000,127,154,410,421,410,21,P,Document;P
I-Alinea,d’eau,1,612,1008,ArialMT,#000,157,184,410,421,410,21,P,Document;P
I-Alinea,face,1,612,1008,ArialMT,#000,187,208,410,421,410,21,P,Document;P
I-Alinea,à,1,612,1008,ArialMT,#000,211,217,410,421,410,21,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,220,229,410,421,410,21,P,Document;P
I-Alinea,menace,1,612,1008,ArialMT,#000,232,271,410,421,410,21,P,Document;P
I-Alinea,posée,1,612,1008,ArialMT,#000,274,304,410,421,410,21,P,Document;P
I-Alinea,par,1,612,1008,ArialMT,#000,307,323,410,421,410,21,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,326,340,410,421,410,21,P,Document;P
I-Alinea,espèces,1,612,1008,ArialMT,#000,343,384,410,421,410,21,P,Document;P
I-Alinea,envahissantes;,1,612,1008,ArialMT,#000,387,461,410,421,410,21,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,435,446,435,23,P,Document;P
I-Alinea,QU'un,1,612,1008,ArialMT,#000,164,195,435,446,435,23,P,Document;P
I-Alinea,avis,1,612,1008,ArialMT,#000,201,220,435,446,435,23,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,226,238,435,446,435,23,P,Document;P
I-Alinea,motion,1,612,1008,ArialMT,#000,244,277,435,446,435,23,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,283,295,435,446,435,23,P,Document;P
I-Alinea,présent,1,612,1008,ArialMT,#000,301,338,435,446,435,23,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,343,392,435,446,435,23,P,Document;P
I-Alinea,a,1,612,1008,ArialMT,#000,398,404,435,446,435,23,P,Document;P
I-Alinea,été,1,612,1008,ArialMT,#000,410,425,435,446,435,23,P,Document;P
I-Alinea,donné,1,612,1008,ArialMT,#000,431,462,435,446,435,23,P,Document;P
I-Alinea,lors,1,612,1008,ArialMT,#000,467,485,435,446,435,23,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,491,503,435,446,435,23,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,509,517,435,446,435,23,P,Document;P
I-Alinea,séance,1,612,1008,ArialMT,#000,106,142,448,459,448,23,P,Document;P
I-Alinea,ordinaire,1,612,1008,ArialMT,#000,145,188,448,459,448,23,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,191,203,448,459,448,23,P,Document;P
I-Alinea,17,1,612,1008,ArialMT,#000,206,219,448,459,448,23,P,Document;P
I-Alinea,mai,1,612,1008,ArialMT,#000,221,239,448,459,448,23,P,Document;P
I-Alinea,2021,1,612,1008,ArialMT,#000,242,267,448,459,448,23,P,Document;P
I-Alinea,par,1,612,1008,ArialMT,#000,270,286,448,459,448,23,P,Document;P
I-Alinea,Mme,1,612,1008,ArialMT,#000,289,313,448,459,448,23,P,Document;P
I-Alinea,Frédérike,1,612,1008,ArialMT,#000,316,363,448,459,448,23,P,Document;P
I-Alinea,Cavezzali,1,612,1008,ArialMT,#000,366,413,448,459,448,23,P,Document;P
I-Alinea,;,1,612,1008,ArialMT,#000,417,420,448,459,448,23,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,473,484,473,25,P,Document;P
I-Alinea,QU’un,1,612,1008,ArialMT,#000,164,195,473,484,473,25,P,Document;P
I-Alinea,projet,1,612,1008,ArialMT,#000,201,229,473,484,473,25,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,235,247,473,484,473,25,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,253,302,473,484,473,25,P,Document;P
I-Alinea,a,1,612,1008,ArialMT,#000,307,314,473,484,473,25,P,Document;P
I-Alinea,été,1,612,1008,ArialMT,#000,319,335,473,484,473,25,P,Document;P
I-Alinea,déposé,1,612,1008,ArialMT,#000,340,376,473,484,473,25,P,Document;P
I-Alinea,et,1,612,1008,ArialMT,#000,382,392,473,484,473,25,P,Document;P
I-Alinea,présenté,1,612,1008,ArialMT,#000,397,440,473,484,473,25,P,Document;P
I-Alinea,avec,1,612,1008,ArialMT,#000,446,469,473,484,473,25,P,Document;P
I-Alinea,l’avis,1,612,1008,ArialMT,#000,475,499,473,484,473,25,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,505,517,473,484,473,25,P,Document;P
I-Alinea,motion,1,612,1008,ArialMT,#000,106,140,486,497,486,25,P,Document;P
I-Alinea,;,1,612,1008,ArialMT,#000,143,146,486,497,486,25,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,511,522,511,27,P,Document;P
I-Alinea,QU’une,1,612,1008,ArialMT,#000,165,202,511,522,511,27,P,Document;P
I-Alinea,copie,1,612,1008,ArialMT,#000,208,235,511,522,511,27,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,241,253,511,522,511,27,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,260,309,511,522,511,27,P,Document;P
I-Alinea,a,1,612,1008,ArialMT,#000,315,321,511,522,511,27,P,Document;P
I-Alinea,été,1,612,1008,ArialMT,#000,327,343,511,522,511,27,P,Document;P
I-Alinea,remise,1,612,1008,ArialMT,#000,349,382,511,522,511,27,P,Document;P
I-Alinea,aux,1,612,1008,ArialMT,#000,388,406,511,522,511,27,P,Document;P
I-Alinea,membres,1,612,1008,ArialMT,#000,412,458,511,522,511,27,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,465,477,511,522,511,27,P,Document;P
I-Alinea,conseil,1,612,1008,ArialMT,#000,483,517,511,522,511,27,P,Document;P
I-Alinea,municipal,1,612,1008,ArialMT,#000,106,153,523,534,523,27,P,Document;P
I-Alinea,dans,1,612,1008,ArialMT,#000,156,180,523,534,523,27,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,183,197,523,534,523,27,P,Document;P
I-Alinea,délais,1,612,1008,ArialMT,#000,200,229,523,534,523,27,P,Document;P
I-Alinea,impartis,1,612,1008,ArialMT,#000,232,270,523,534,523,27,P,Document;P
I-Alinea,par,1,612,1008,ArialMT,#000,273,289,523,534,523,27,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,292,301,523,534,523,27,P,Document;P
I-Alinea,Loi,1,612,1008,ArialMT,#000,304,319,523,534,523,27,P,Document;P
I-Alinea,;,1,612,1008,ArialMT,#000,322,325,523,534,523,27,P,Document;P
B-Alinea,ATTENDU,1,612,1008,ArialMT,#000,106,158,549,560,549,29,P,Document;P
I-Alinea,QUE,1,612,1008,ArialMT,#000,166,190,549,560,549,29,P,Document;P
I-Alinea,tous,1,612,1008,ArialMT,#000,197,218,549,560,549,29,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,225,239,549,560,549,29,P,Document;P
I-Alinea,membres,1,612,1008,ArialMT,#000,246,292,549,560,549,29,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,299,311,549,560,549,29,P,Document;P
I-Alinea,conseil,1,612,1008,ArialMT,#000,319,353,549,560,549,29,P,Document;P
I-Alinea,présents,1,612,1008,ArialMT,#000,360,402,549,560,549,29,P,Document;P
I-Alinea,déclarent,1,612,1008,ArialMT,#000,409,455,549,560,549,29,P,Document;P
I-Alinea,avoir,1,612,1008,ArialMT,#000,462,486,549,560,549,29,P,Document;P
I-Alinea,lu,1,612,1008,ArialMT,#000,493,502,549,560,549,29,P,Document;P
I-Alinea,le,1,612,1008,ArialMT,#000,509,518,549,560,549,29,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,106,155,561,573,561,29,P,Document;P
I-Alinea,et,1,612,1008,ArialMT,#000,159,169,561,573,561,29,P,Document;P
I-Alinea,renoncent,1,612,1008,ArialMT,#000,173,222,561,573,561,29,P,Document;P
I-Alinea,à,1,612,1008,ArialMT,#000,225,232,561,573,561,29,P,Document;P
I-Alinea,sa,1,612,1008,ArialMT,#000,236,247,561,573,561,29,P,Document;P
I-Alinea,"lecture,",1,612,1008,ArialMT,#000,251,287,561,573,561,29,P,Document;P
I-Alinea,conformément,1,612,1008,ArialMT,#000,291,362,561,573,561,29,P,Document;P
I-Alinea,à,1,612,1008,ArialMT,#000,366,372,561,573,561,29,P,Document;P
I-Alinea,l’article,1,612,1008,ArialMT,#000,376,410,561,573,561,29,P,Document;P
I-Alinea,356,1,612,1008,ArialMT,#000,414,432,561,573,561,29,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,436,449,561,573,561,29,P,Document;P
I-Alinea,la,1,612,1008,ArialMT,#000,453,461,561,573,561,29,P,Document;P
I-Alinea,Loi,1,612,1008,Arial-ItalicMT,#000,465,480,561,572,561,29,P,Document;P
I-Alinea,sur,1,612,1008,Arial-ItalicMT,#000,484,499,561,572,561,29,P,Document;P
I-Alinea,les,1,612,1008,Arial-ItalicMT,#000,503,518,561,572,561,29,P,Document;P
I-Alinea,cités,1,612,1008,Arial-ItalicMT,#000,106,129,574,585,574,29,P,Document;P
I-Alinea,et,1,612,1008,Arial-ItalicMT,#000,132,141,574,585,574,29,P,Document;P
I-Alinea,villes;,1,612,1008,Arial-ItalicMT,#000,144,172,574,585,574,29,P,Document;P
B-Alinea,LE,1,612,1008,Arial-BoldMT,#000,106,121,599,610,599,30,P,Document;P
I-Alinea,CONSEIL,1,612,1008,Arial-BoldMT,#000,125,174,599,610,599,30,P,Document;P
I-Alinea,MUNICIPAL,1,612,1008,Arial-BoldMT,#000,179,240,599,610,599,30,P,Document;P
I-Alinea,décrète,1,612,1008,Arial-BoldMT,#000,245,284,599,610,599,30,P,Document;P
I-Alinea,qu’il,1,612,1008,Arial-BoldMT,#000,289,312,599,610,599,30,P,Document;P
I-Alinea,soit,1,612,1008,Arial-BoldMT,#000,317,336,599,610,599,30,P,Document;P
I-Alinea,statué,1,612,1008,Arial-BoldMT,#000,341,374,599,610,599,30,P,Document;P
I-Alinea,et,1,612,1008,Arial-BoldMT,#000,378,388,599,610,599,30,P,Document;P
I-Alinea,ordonné,1,612,1008,Arial-BoldMT,#000,393,437,599,610,599,30,P,Document;P
I-Alinea,par,1,612,1008,Arial-BoldMT,#000,442,459,599,610,599,30,P,Document;P
I-Alinea,le,1,612,1008,Arial-BoldMT,#000,464,473,599,610,599,30,P,Document;P
I-Alinea,présent,1,612,1008,Arial-BoldMT,#000,478,517,599,610,599,30,P,Document;P
I-Alinea,règlement,1,612,1008,Arial-BoldMT,#000,106,159,611,622,611,30,P,Document;P
I-Alinea,ce,1,612,1008,Arial-BoldMT,#000,162,175,611,622,611,30,P,Document;P
I-Alinea,qui,1,612,1008,Arial-BoldMT,#000,177,194,611,622,611,30,P,Document;P
I-Alinea,suit,1,612,1008,Arial-BoldMT,#000,197,217,611,622,611,30,P,Document;P
I-Alinea,:,1,612,1008,Arial-BoldMT,#000,220,223,611,622,611,30,P,Document;P
B-Chapitre,CHAPITRE,1,612,1008,Arial-BoldMT,#000,92,148,643,654,643,32,P,Document;P
I-Chapitre,I,1,612,1008,Arial-BoldMT,#000,152,155,643,654,643,32,P,Document;P
I-Chapitre,–,1,612,1008,Arial-BoldMT,#000,158,164,643,654,643,32,P,Document;P
I-Chapitre,DISPOSITIONS,1,612,1008,Arial-BoldMT,#000,167,245,643,654,643,32,P,Document;P
I-Chapitre,DÉCLARATOIRES,1,612,1008,Arial-BoldMT,#000,248,343,643,654,643,32,P,Document;P
I-Chapitre,ET,1,612,1008,Arial-BoldMT,#000,346,360,643,654,643,32,P,Document;P
I-Chapitre,INTERPRÉTATIVES,1,612,1008,Arial-BoldMT,#000,363,465,643,654,643,32,P,Document;P
B-Article,Article,1,612,1008,Arial-BoldMT,#000,106,144,668,680,668,34,P,Document;L;LI;LBody
I-Article,1,1,612,1008,Arial-BoldMT,#000,150,157,668,680,668,34,P,Document;L;LI;LBody
I-Article,Préambule,1,612,1008,Arial-BoldMT,#000,191,248,669,680,669,34,P,Document;L;LI;LBody
B-Alinea,Le,1,612,1008,ArialMT,#000,106,119,694,705,694,36,P,Document;P
I-Alinea,préambule,1,612,1008,ArialMT,#000,122,174,694,705,694,36,P,Document;P
I-Alinea,fait,1,612,1008,ArialMT,#000,177,191,694,705,694,36,P,Document;P
I-Alinea,partie,1,612,1008,ArialMT,#000,195,222,694,705,694,36,P,Document;P
I-Alinea,intégrante,1,612,1008,ArialMT,#000,225,274,694,705,694,36,P,Document;P
I-Alinea,du,1,612,1008,ArialMT,#000,277,289,694,705,694,36,P,Document;P
I-Alinea,présent,1,612,1008,ArialMT,#000,292,329,694,705,694,36,P,Document;P
I-Alinea,règlement.,1,612,1008,ArialMT,#000,332,384,694,705,694,36,P,Document;P
B-Article,Article,1,612,1008,Arial-BoldMT,#000,106,144,720,732,720,38,P,Document;L;LI;LBody
I-Article,2,1,612,1008,Arial-BoldMT,#000,150,157,720,732,720,38,P,Document;L;LI;LBody
I-Article,Objectifs,1,612,1008,Arial-BoldMT,#000,170,217,720,732,720,38,P,Document;L;LI;LBody
B-Alinea,Le,1,612,1008,ArialMT,#000,106,119,746,757,746,40,P,Document;P
I-Alinea,présent,1,612,1008,ArialMT,#000,124,160,746,757,746,40,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,165,214,746,757,746,40,P,Document;P
I-Alinea,a,1,612,1008,ArialMT,#000,219,225,746,757,746,40,P,Document;P
I-Alinea,pour,1,612,1008,ArialMT,#000,230,252,746,757,746,40,P,Document;P
I-Alinea,but,1,612,1008,ArialMT,#000,257,273,746,757,746,40,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,277,290,746,757,746,40,P,Document;P
I-Alinea,réglementer,1,612,1008,ArialMT,#000,295,353,746,757,746,40,P,Document;P
I-Alinea,l’accès,1,612,1008,ArialMT,#000,358,392,746,757,746,40,P,Document;P
I-Alinea,aux,1,612,1008,ArialMT,#000,397,415,746,757,746,40,P,Document;P
I-Alinea,plans,1,612,1008,ArialMT,#000,420,446,746,757,746,40,P,Document;P
I-Alinea,d’eau,1,612,1008,ArialMT,#000,451,478,746,757,746,40,P,Document;P
I-Alinea,par,1,612,1008,ArialMT,#000,483,499,746,757,746,40,P,Document;P
I-Alinea,les,1,612,1008,ArialMT,#000,504,518,746,757,746,40,P,Document;P
I-Alinea,différentes,1,612,1008,ArialMT,#000,106,158,758,769,758,40,P,Document;P
I-Alinea,embarcations,1,612,1008,ArialMT,#000,169,235,758,769,758,40,P,Document;P
I-Alinea,prévues,1,612,1008,ArialMT,#000,246,285,758,769,758,40,P,Document;P
I-Alinea,au,1,612,1008,ArialMT,#000,296,308,758,769,758,40,P,Document;P
I-Alinea,présent,1,612,1008,ArialMT,#000,319,355,758,769,758,40,P,Document;P
I-Alinea,règlement,1,612,1008,ArialMT,#000,366,415,758,769,758,40,P,Document;P
I-Alinea,afin,1,612,1008,ArialMT,#000,426,444,758,769,758,40,P,Document;P
I-Alinea,de,1,612,1008,ArialMT,#000,455,467,758,769,758,40,P,Document;P
I-Alinea,prévenir,1,612,1008,ArialMT,#000,478,517,758,769,758,40,P,Document;P
I-Alinea,l’envahissement,1,612,1008,ArialMT,#000,106,185,771,782,771,40,P,Document;P
I-Alinea,des,1,612,1008,ArialMT,#000,194,211,771,782,771,40,P,Document;P
I-Alinea,plans,1,612,1008,ArialMT,#000,220,246,771,782,771,40,P,Document;P
I-Alinea,d’eau,1,612,1008,ArialMT,#000,254,281,771,782,771,40,P,Document;P
I-Alinea,par,1,612,1008,ArialMT,#000,289,305,771,782,771,40,P,Document;P
I-Alinea,des,1,612,1008,ArialMT,#000,314,331,771,782,771,40,P,Document;P
I-Alinea,espèces,1,612,1008,ArialMT,#000,340,381,771,782,771,40,P,Document;P
I-Alinea,exotiques,1,612,1008,ArialMT,#000,389,436,771,782,771,40,P,Document;P
I-Alinea,"envahissantes,",1,612,1008,ArialMT,#000,444,517,771,782,771,40,P,Document;P
