tag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Alinea,été,1,612,1008,BOWBWB+Arial,#000,384,399,483,494,483,240,Span,Document;P;Span
I-Alinea,donné,1,612,1008,BOWBWB+Arial,#000,402,432,483,494,483,244,Span,Document;P;Span
I-Alinea,lors,1,612,1008,BOWBWB+Arial,#000,435,453,483,494,483,246,Span,Document;P;Span
I-Alinea,de,1,612,1008,BOWBWB+Arial,#000,456,468,483,494,483,248,Span,Document;P;Span
I-Alinea,la,1,612,1008,BOWBWB+Arial,#000,471,479,483,494,483,250,Span,Document;P;Span
I-Alinea,séance,1,612,1008,BOWBWB+Arial,#000,482,518,483,494,483,252,Span,Document;P;Span
I-Alinea,ordinaire,1,612,1008,BOWBWB+Arial,#000,106,149,496,507,496,254,Span,Document;P;Span
I-Alinea,du,1,612,1008,BOWBWB+Arial,#000,152,165,496,507,496,256,Span,Document;P;Span
I-Alinea,19,1,612,1008,BOWBWB+Arial,#000,168,180,496,507,496,258,Span,Document;P;Span
I-Alinea,avril,1,612,1008,BOWBWB+Arial,#000,183,203,496,507,496,260,Span,Document;P;Span
I-Alinea,2021,1,612,1008,BOWBWB+Arial,#000,206,231,496,507,496,262,Span,Document;P;Span
I-Alinea,par,1,612,1008,BOWBWB+Arial,#000,234,250,496,507,496,264,Span,Document;P;Span
I-Alinea,la,1,612,1008,BOWBWB+Arial,#000,253,261,496,507,496,267,Span,Document;P;Span
I-Alinea,conseillère,1,612,1008,BOWBWB+Arial,#000,264,317,496,507,496,269,Span,Document;P;Span
I-Alinea,Frédérike,1,612,1008,BOWBWB+Arial,#000,320,366,496,507,496,271,P,Document;P;Span
I-Alinea,Cavezzali,1,612,1008,BOWBWB+Arial,#000,370,417,496,507,496,273,P,Document;P;Span
I-Alinea,;,1,612,1008,BOWBWB+Arial,#000,420,423,496,507,496,275,Span,Document;P;Span
B-Alinea,ATTENDU,1,612,1008,BOWBWB+Arial,#000,106,158,521,532,521,278,Span,Document;P;Span
I-Alinea,QU’un,1,612,1008,BOWBWB+Arial,#000,161,192,521,532,521,280,Span,Document;P;Span
I-Alinea,projet,1,612,1008,BOWBWB+Arial,#000,195,223,521,532,521,283,Span,Document;P;Span
I-Alinea,de,1,612,1008,BOWBWB+Arial,#000,226,238,521,532,521,285,Span,Document;P;Span
I-Alinea,règlement,1,612,1008,BOWBWB+Arial,#000,241,290,521,532,521,287,Span,Document;P;Span
I-Alinea,a,1,612,1008,BOWBWB+Arial,#000,293,299,521,532,521,289,Span,Document;P;Span
I-Alinea,été,1,612,1008,BOWBWB+Arial,#000,301,317,521,532,521,291,Span,Document;P;Span
I-Alinea,déposé,1,612,1008,BOWBWB+Arial,#000,320,356,521,532,521,295,P,Document;P;Span
I-Alinea,et,1,612,1008,BOWBWB+Arial,#000,359,368,521,532,521,300,Span,Document;P;Span
I-Alinea,présenté,1,612,1008,BOWBWB+Arial,#000,371,413,521,532,521,302,Span,Document;P;Span
I-Alinea,avec,1,612,1008,BOWBWB+Arial,#000,416,439,521,532,521,307,Span,Document;P;Span
I-Alinea,l’avis,1,612,1008,BOWBWB+Arial,#000,442,467,521,532,521,309,Span,Document;P;Span
I-Alinea,de,1,612,1008,BOWBWB+Arial,#000,470,482,521,532,521,311,Span,Document;P;Span
I-Alinea,motion,1,612,1008,BOWBWB+Arial,#000,485,518,521,532,521,313,Span,Document;P;Span
I-Alinea,;,1,612,1008,BOWBWB+Arial,#000,106,110,534,545,534,315,Span,Document;P;Span
B-Alinea,ATTENDU,1,612,1008,BOWBWB+Arial,#000,106,158,559,570,559,318,Span,Document;P;Span
I-Alinea,QU’une,1,612,1008,BOWBWB+Arial,#000,165,202,559,570,559,320,Span,Document;P;Span
I-Alinea,copie,1,612,1008,BOWBWB+Arial,#000,208,235,559,570,559,323,Span,Document;P;Span
I-Alinea,du,1,612,1008,BOWBWB+Arial,#000,241,253,559,570,559,325,Span,Document;P;Span
I-Alinea,règlement,1,612,1008,BOWBWB+Arial,#000,260,309,559,570,559,327,Span,Document;P;Span
I-Alinea,a,1,612,1008,BOWBWB+Arial,#000,315,321,559,570,559,329,Span,Document;P;Span
I-Alinea,été,1,612,1008,BOWBWB+Arial,#000,328,343,559,570,559,331,Span,Document;P;Span
I-Alinea,remise,1,612,1008,BOWBWB+Arial,#000,349,382,559,570,559,335,Span,Document;P;Span
I-Alinea,aux,1,612,1008,BOWBWB+Arial,#000,389,406,559,570,559,337,Span,Document;P;Span
I-Alinea,membres,1,612,1008,BOWBWB+Arial,#000,413,458,559,570,559,339,Span,Document;P;Span
I-Alinea,du,1,612,1008,BOWBWB+Arial,#000,465,477,559,570,559,341,Span,Document;P;Span
I-Alinea,conseil,1,612,1008,BOWBWB+Arial,#000,483,518,559,570,559,343,Span,Document;P;Span
I-Alinea,municipal,1,612,1008,BOWBWB+Arial,#000,106,153,572,583,572,345,Span,Document;P;Span
I-Alinea,dans,1,612,1008,BOWBWB+Arial,#000,156,180,572,583,572,347,Span,Document;P;Span
I-Alinea,les,1,612,1008,BOWBWB+Arial,#000,183,197,572,583,572,349,Span,Document;P;Span
I-Alinea,délais,1,612,1008,BOWBWB+Arial,#000,200,229,572,583,572,351,Span,Document;P;Span
I-Alinea,impartis,1,612,1008,BOWBWB+Arial,#000,232,270,572,583,572,353,Span,Document;P;Span
I-Alinea,par,1,612,1008,BOWBWB+Arial,#000,274,289,572,583,572,355,Span,Document;P;Span
I-Alinea,la,1,612,1008,BOWBWB+Arial,#000,292,301,572,583,572,357,Span,Document;P;Span
I-Alinea,Loi,1,612,1008,BOWBWB+Arial,#000,304,319,572,583,572,359,Span,Document;P;Span
I-Alinea,;,1,612,1008,BOWBWB+Arial,#000,322,325,572,583,572,361,Span,Document;P;Span
B-Alinea,ATTENDU,1,612,1008,BOWBWB+Arial,#000,106,158,585,596,585,363,Span,Document;P
I-Alinea,QUE,1,612,1008,BOWBWB+Arial,#000,165,188,585,596,585,363,Span,Document;P
I-Alinea,tous,1,612,1008,BOWBWB+Arial,#000,195,216,585,596,585,363,Span,Document;P
I-Alinea,les,1,612,1008,BOWBWB+Arial,#000,222,236,585,596,585,363,Span,Document;P
I-Alinea,membres,1,612,1008,BOWBWB+Arial,#000,242,288,585,596,585,363,Span,Document;P
I-Alinea,du,1,612,1008,BOWBWB+Arial,#000,294,306,585,596,585,363,Span,Document;P
I-Alinea,conseil,1,612,1008,BOWBWB+Arial,#000,312,347,585,596,585,363,Span,Document;P
I-Alinea,présents,1,612,1008,BOWBWB+Arial,#000,353,395,585,596,585,363,Span,Document;P
I-Alinea,déclarent,1,612,1008,BOWBWB+Arial,#000,401,447,585,596,585,363,Span,Document;P
I-Alinea,avoir,1,612,1008,BOWBWB+Arial,#000,453,476,585,596,585,363,Span,Document;P
I-Alinea,lu,1,612,1008,BOWBWB+Arial,#000,483,491,585,596,585,363,Span,Document;P
I-Alinea,ledit,1,612,1008,BOWBWB+Arial,#000,498,517,585,596,585,363,Span,Document;P
I-Alinea,règlement,1,612,1008,BOWBWB+Arial,#000,106,155,597,608,597,363,Span,Document;P
I-Alinea,et,1,612,1008,BOWBWB+Arial,#000,160,169,597,608,597,363,Span,Document;P
I-Alinea,renoncent,1,612,1008,BOWBWB+Arial,#000,173,222,597,608,597,363,Span,Document;P
I-Alinea,à,1,612,1008,BOWBWB+Arial,#000,226,232,597,608,597,363,Span,Document;P
I-Alinea,sa,1,612,1008,BOWBWB+Arial,#000,236,247,597,608,597,363,Span,Document;P
I-Alinea,"lecture,",1,612,1008,BOWBWB+Arial,#000,251,287,597,608,597,363,Span,Document;P
I-Alinea,conformément,1,612,1008,BOWBWB+Arial,#000,292,362,597,608,597,363,Span,Document;P
I-Alinea,à,1,612,1008,BOWBWB+Arial,#000,366,372,597,608,597,363,Span,Document;P
I-Alinea,l’article,1,612,1008,BOWBWB+Arial,#000,376,410,597,608,597,363,Span,Document;P
I-Alinea,356,1,612,1008,BOWBWB+Arial,#000,414,433,597,608,597,363,Span,Document;P
I-Alinea,de,1,612,1008,BOWBWB+Arial,#000,437,449,597,608,597,363,Span,Document;P
I-Alinea,la,1,612,1008,BOWBWB+Arial,#000,453,461,597,608,597,363,Span,Document;P
I-Alinea,Loi,1,612,1008,Arial-ItalicMT,#000,465,480,596,607,596,363,Span,Document;P
I-Alinea,sur,1,612,1008,Arial-ItalicMT,#000,484,499,596,607,596,363,Span,Document;P
I-Alinea,les,1,612,1008,Arial-ItalicMT,#000,504,518,596,607,596,363,Span,Document;P
