tag,text,x0,x1,top,doctop,bottom,upright,direction
I-TOC,d’application,148.4294,193.87688000000003,220.9916000000001,1229.1116000000002,230.9516,True,1
I-TOC,...............................................................................................................................................,196.13,522.21088,220.9916000000001,1229.1116000000002,230.9516,True,1
I-TOC,4,522.58,527.12176,220.9916000000001,1229.1116000000002,230.9516,True,1
I-TOC,5.,85.104,91.93484,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,Dispositions,113.42,157.4432,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,des,159.71408,173.04056,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,lois,175.31144,187.56224,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,et,189.83312,196.64576,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,d’autres,198.93656000000004,228.06956,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,règlements,230.34044000000003,271.00712000000004,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,..............................................................................................................,271.37,522.2108800000001,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,4,522.58,527.12176,238.39160000000004,1246.5116,248.3516,True,1
I-TOC,6.,85.104,91.93484,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,Documents,113.42,154.79384,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,de,157.06472,166.16816,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,renvoi,168.43904,190.76936,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,.................................................................................................................................................,191.57,522.21088,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,4,522.58,527.12176,255.6716,1263.7916,265.63159999999993,True,1
I-TOC,7.,85.104,91.93484,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,Entrée,113.42,137.49332,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,en,139.79408,148.87760000000003,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,vigueur,151.18832,178.0106,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,......................................................................................................................................................,180.14,522.2108800000001,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,4,522.58,527.12176,273.1016000000001,1281.2216,283.0616,True,1
I-TOC,SECTION,85.104,121.458,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,2,123.72888,128.27064,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,DISPOSITIONS,159.98,218.21612,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,INTERPRÉTATIVES,220.42724,296.4818,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,..................................................................................................,298.73,522.21088,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,5,522.58,527.12176,290.50160000000005,1298.6216,300.4616,True,1
I-TOC,8.,85.104,91.93484,307.90160000000003,1316.0216,317.86159999999995,True,1
I-TOC,Ville,113.42,128.7584,307.90160000000003,1316.0216,317.86159999999995,True,1
I-TOC,............................................................................................................................................................................,129.98,522.2108800000001,307.90160000000003,1316.0216,317.86159999999995,True,1
I-TOC,5,522.58,527.12176,307.90160000000003,1316.0216,317.86159999999995,True,1
I-TOC,9.,85.104,91.93484,325.3016,1333.4216,335.2616,True,1
I-TOC,Structure,113.42,146.60672000000002,325.3016,1333.4216,335.2616,True,1
I-TOC,du,148.8776,158.00096000000002,325.3016,1333.4216,335.2616,True,1
I-TOC,règlement,160.27184,196.7354,325.3016,1333.4216,335.2616,True,1
I-TOC,..............................................................................................................................................,198.41,522.2108800000001,325.3016,1333.4216,335.2616,True,1
I-TOC,5,522.58,527.12176,325.3016,1333.4216,335.2616,True,1
I-TOC,10.,85.104,96.4948,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,Interprétation,113.42,161.71604000000002,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,du,164.00684,173.09036000000003,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,texte,175.40108,193.13984000000005,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,................................................................................................................................................,193.85,522.2108800000001,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,5,522.58,527.12176,342.7016000000001,1350.8216000000002,352.6616,True,1
I-TOC,11.,85.104,96.4948,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,Interprétation,113.42,161.71604000000002,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,en,164.00684,173.09036000000003,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,cas,175.40108,188.11004,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,de,190.38092,199.50428,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,contradiction,201.77516000000003,248.19872000000004,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,........................................................................................................................,248.57,522.2108800000001,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,5,522.58,527.12176,360.1016000000001,1368.2216,370.0616,True,1
I-TOC,12.,85.104,96.4948,377.3816000000001,1385.5016,387.3416,True,1
I-TOC,Terminologie,113.42,160.77980000000002,377.3816000000001,1385.5016,387.3416,True,1
I-TOC,..............................................................................................................................................................,161.9,522.2108800000001,377.3816000000001,1385.5016,387.3416,True,1
I-TOC,5,522.58,527.12176,377.3816000000001,1385.5016,387.3416,True,1
I-TOC,SECTION,85.104,121.458,394.7816,1402.9016,404.7416,True,1
I-TOC,3,123.72888,128.27064,394.7816,1402.9016,404.7416,True,1
I-TOC,DISPOSITIONS,159.98,218.21612,394.7816,1402.9016,404.7416,True,1
I-TOC,ADMINISTRATIVES,220.42724,295.64516000000003,394.7816,1402.9016,404.7416,True,1
I-TOC,...................................................................................................,296.45,522.21088,394.7816,1402.9016,404.7416,True,1
I-TOC,6,522.58,527.12176,394.7816,1402.9016,404.7416,True,1
I-TOC,13.,85.104,96.4948,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,Administration,113.42,165.21200000000002,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,du,167.48288000000002,176.60624,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,règlement,178.87712000000002,215.34068,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,......................................................................................................................................,216.65,522.2108800000001,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,6,522.58,527.12176,412.1816,1420.3016,422.1415999999999,True,1
I-TOC,14.,85.104,96.49488,429.5816000000001,1437.7016,439.5416,True,1
I-TOC,Autorité,113.42,141.58688,429.5816000000001,1437.7016,439.5416,True,1
I-TOC,compétente,143.85776,186.66584000000003,429.5816000000001,1437.7016,439.5416,True,1
I-TOC,...................................................................................................................................................,187.01,522.21088,429.5816000000001,1437.7016,439.5416,True,1
I-TOC,6,522.58,527.12176,429.5816000000001,1437.7016,439.5416,True,1
I-TOC,15.,85.104,96.4948,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,Devoirs,113.42,141.12872,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,et,143.39960000000002,150.21224,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,pouvoirs,152.50304,183.42884,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,de,185.71964000000003,194.80316000000005,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,l’autorité,197.10392,228.03968000000003,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,compétente,230.31056000000004,273.2381600000001,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,.............................................................................................................,273.65,522.21088,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,6,522.58,527.12176,446.98160000000007,1455.1016,456.9416,True,1
I-TOC,16.,85.104,96.4948,464.4016,1472.5216,474.3616,True,1
I-TOC,Devoirs,113.42,141.12872,464.4016,1472.5216,474.3616,True,1
I-TOC,du,143.39960000000002,152.48312,464.4016,1472.5216,474.3616,True,1
I-TOC,"propriétaire,",154.78388,198.53816000000003,464.4016,1472.5216,474.3616,True,1
I-TOC,de,200.80904000000004,209.92244000000005,464.4016,1472.5216,474.3616,True,1
I-TOC,"l’occupant,",212.19332000000003,251.40584000000004,464.4016,1472.5216,474.3616,True,1
I-TOC,du,253.70660000000004,262.79012000000006,464.4016,1472.5216,474.3616,True,1
I-TOC,requérant,265.10084000000006,300.2198,464.4016,1472.5216,474.3616,True,1
I-TOC,ou,302.49068000000005,311.60408000000007,464.4016,1472.5216,474.3616,True,1
I-TOC,de,313.8749600000001,322.9983200000001,464.4016,1472.5216,474.3616,True,1
I-TOC,l’exécutant,325.2692000000001,364.36220000000014,464.4016,1472.5216,474.3616,True,1
I-TOC,de,366.66296000000017,375.7464800000002,464.4016,1472.5216,474.3616,True,1
I-TOC,travaux,378.04724000000016,404.8994000000002,464.4016,1472.5216,474.3616,True,1
I-TOC,...................................................,405.91,522.21088,464.4016,1472.5216,474.3616,True,1
I-TOC,6,522.58,527.12176,464.4016,1472.5216,474.3616,True,1
I-TOC,17.,85.104,96.4948,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,Infractions,113.42,151.19828,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,et,153.46916000000002,160.2818,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,pénalités,162.57260000000002,195.33104000000003,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,...............................................................................................................................................,196.13,522.21088,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,6,522.58,527.12176,481.8016,1489.9216,491.76159999999993,True,1
I-TOC,CHAPITRE,85.104,135.372,506.47,1514.59,518.47,True,1
I-TOC,2,138.108,143.58,506.47,1514.59,518.47,True,1
I-TOC,DISPOSITIONS,159.98,229.988,506.47,1514.59,518.47,True,1
I-TOC,APPLICABLES,232.748,302.072,506.47,1514.59,518.47,True,1
I-TOC,À,304.832,311.936,506.47,1514.59,518.47,True,1
I-TOC,UNE,314.6719999999999,335.4439999999999,506.47,1514.59,518.47,True,1
I-TOC,DEMANDE,338.35,387.994,506.47,1514.59,518.47,True,1
I-TOC,DE,390.754,404.422,506.47,1514.59,518.47,True,1
I-TOC,DÉROGATION,407.182,473.926,506.47,1514.59,518.47,True,1
I-TOC,MINEURE,476.662,521.8539999999999,506.47,1514.59,518.47,True,1
I-TOC,..................................................................................................................................,160.1,518.956,521.3499999999999,1529.4699999999998,533.3499999999999,True,1
I-TOC,7,521.62,527.092,521.3499999999999,1529.4699999999998,533.3499999999999,True,1
I-TOC,SECTION,85.104,121.458,540.8416,1548.9616,550.8016,True,1
I-TOC,1,123.72888,128.27064,540.8416,1548.9616,550.8016,True,1
I-TOC,RECEVABILITÉ,159.98,219.989,540.8416,1548.9616,550.8016,True,1
I-TOC,ET,222.3296,232.71788,540.8416,1548.9616,550.8016,True,1
I-TOC,CONDITIONS,235.0286,286.53176,540.8416,1548.9616,550.8016,True,1
I-TOC,PRÉALABLES,288.75284,344.29976000000005,540.8416,1548.9616,550.8016,True,1
I-TOC,.............................................................................,346.63,522.21088,540.8416,1548.9616,550.8016,True,1
I-TOC,8,522.58,527.12176,540.8416,1548.9616,550.8016,True,1
I-TOC,18.,85.104,96.4948,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,Recevabilité,113.42,157.92128000000002,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,d’une,160.19216,180.19184,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,demande,182.49260000000004,216.64544,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,de,218.94620000000003,228.02972000000003,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,dérogation,230.34044,269.1744800000001,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,mineure,271.4453600000001,301.0564400000001,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,................................................................................................,303.29,522.2108800000001,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,8,522.58,527.12176,558.2416000000001,1566.3616000000002,568.2016000000001,True,1
I-TOC,19.,85.104,96.4948,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,Dispositions,113.42,157.4432,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,du,159.71408,168.82748,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,Règlement,171.2378,210.80888,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,de,213.07976,222.19316000000003,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,zonage,224.46404,251.43572,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,pouvant,253.73648000000003,282.85952000000003,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,faire,285.16028000000006,301.0962800000001,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,l’objet,303.3671600000001,324.73136000000017,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,d’une,327.0022400000002,347.01188000000025,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,dérogation,349.3126400000002,388.1466800000003,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,mineure,390.41756000000026,420.02864000000034,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,............................................,421.87,522.2108800000001,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,8,522.58,527.12176,575.6415999999999,1583.7615999999998,585.6016,True,1
I-TOC,20.,85.104,96.4948,593.0416,1601.1616,603.0016,True,1
I-TOC,Dispositions,113.42,157.44536,593.0416,1601.1616,603.0016,True,1
I-TOC,du,159.71624,168.82964,593.0416,1601.1616,603.0016,True,1
I-TOC,Règlement,171.23996,210.81104,593.0416,1601.1616,603.0016,True,1
I-TOC,de,213.08192000000005,222.19532000000004,593.0416,1601.1616,603.0016,True,1
I-TOC,lotissement,224.4662,265.96952,593.0416,1601.1616,603.0016,True,1
I-TOC,pouvant,268.2404,297.38336000000004,593.0416,1601.1616,603.0016,True,1
I-TOC,faire,299.6542400000001,315.5802800000001,593.0416,1601.1616,603.0016,True,1
I-TOC,l’objet,317.8910000000001,339.2253200000002,593.0416,1601.1616,603.0016,True,1
I-TOC,d’une,341.5161200000002,361.6452800000002,593.0416,1601.1616,603.0016,True,1
I-TOC,dérogation,363.9161600000003,402.65060000000034,593.0416,1601.1616,603.0016,True,1
I-TOC,mineure,404.9214800000004,434.5325600000005,593.0416,1601.1616,603.0016,True,1
I-TOC,......................................,435.58,522.2108800000001,593.0416,1601.1616,603.0016,True,1
I-TOC,8,522.58,527.12176,593.0416,1601.1616,603.0016,True,1
I-TOC,21.,85.104,96.4948,610.4416,1618.5616,620.4016,True,1
I-TOC,Restriction,113.42,152.03492000000003,610.4416,1618.5616,620.4016,True,1
I-TOC,..................................................................................................................................................................,152.78,522.21088,610.4416,1618.5616,620.4016,True,1
I-TOC,8,522.58,527.12176,610.4416,1618.5616,620.4016,True,1
I-TOC,22.,85.104,96.4948,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,Conditions,113.42,152.03492,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,préalables,154.3058,192.07412,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,à,194.36492,198.90668,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,l’analyse,201.17756000000003,233.10932000000005,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,d’une,235.49972,255.50936,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,dérogation,257.78024000000005,296.5146800000001,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,mineure,298.78556000000015,328.39664000000016,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,....................................................................................,330.67,522.2108800000001,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,8,522.58,527.12176,627.7216000000001,1635.8416000000002,637.6816000000001,True,1
I-TOC,23.,85.104,96.4948,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,Conditions,113.42,152.03492,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,préalables,154.3058,192.07412,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,à,194.36492,198.90668,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,l’approbation,201.17756000000003,248.1788,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,d’une,250.4496800000001,270.4692800000001,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,dérogation,272.7700400000001,311.48456000000016,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,mineure,313.7554400000002,343.3665200000002,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,..............................................................................,344.35,522.2108800000001,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,8,522.58,527.12176,645.1515999999999,1653.2716,655.1116,True,1
I-TOC,SECTION,85.104,121.458,662.5516,1670.6716,672.5116,True,1
I-TOC,2,123.72888,128.27064,662.5516,1670.6716,672.5116,True,1
I-TOC,CONTENU,159.98,200.42756,662.5516,1670.6716,672.5116,True,1
I-TOC,ET,202.69844,213.07676,662.5516,1670.6716,672.5116,True,1
I-TOC,ANALYSE,215.38748,254.63984,662.5516,1670.6716,672.5116,True,1
I-TOC,DE,256.86092,268.20536000000004,662.5516,1670.6716,672.5116,True,1
I-TOC,LA,270.41648,281.47208,662.5516,1670.6716,672.5116,True,1
I-TOC,DEMANDE,283.8326,325.1666,662.5516,1670.6716,672.5116,True,1
I-TOC,......................................................................................,326.11,522.2108800000001,662.5516,1670.6716,672.5116,True,1
I-TOC,9,522.58,527.12176,662.5516,1670.6716,672.5116,True,1
I-TOC,24.,85.104,96.4948,679.9516,1688.0716,689.9116,True,1
I-TOC,Contenu,113.42,144.33584000000002,679.9516,1688.0716,689.9116,True,1
I-TOC,de,146.63660000000002,155.72012,679.9516,1688.0716,689.9116,True,1
I-TOC,la,158.03084,164.38532000000004,679.9516,1688.0716,689.9116,True,1
I-TOC,demande,166.6562,200.819,679.9516,1688.0716,689.9116,True,1
I-TOC,............................................................................................................................................,202.97,522.2108800000001,679.9516,1688.0716,689.9116,True,1
I-TOC,9,522.58,527.12176,679.9516,1688.0716,689.9116,True,1
I-TOC,25.,85.104,96.4948,697.3516,1705.4716,707.3116,True,1
I-TOC,Frais,113.42,131.63684,697.3516,1705.4716,707.3116,True,1
I-TOC,exigibles,133.90772,165.70004,697.3516,1705.4716,707.3116,True,1
I-TOC,............................................................................................................................................................,166.46,522.2108800000001,697.3516,1705.4716,707.3116,True,1
I-TOC,9,522.58,527.12176,697.3516,1705.4716,707.3116,True,1
I-TOC,26.,85.104,96.4948,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,Conformité,113.42,153.4592,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,des,155.73008000000002,168.92708,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,documents,171.19796000000002,211.25708000000003,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,........................................................................................................................................,212.09,522.2108800000001,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,9,522.58,527.12176,714.7516,1722.8716,724.7116000000001,True,1
I-TOC,27.,85.104,96.4948,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,Analyse,113.42,142.45340000000002,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,de,144.72428000000002,153.8078,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,la,156.10856,162.46304000000003,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,demande,164.73392,198.89672,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,.............................................................................................................................................,200.69,522.21088,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,9,522.58,527.12176,732.1515999999999,1740.2716,742.1116,True,1
I-TOC,28.,85.104,96.4948,749.4316,1757.5516,759.3916,True,1
I-TOC,Transmission,113.42,162.06464000000005,749.4316,1757.5516,759.3916,True,1
I-TOC,de,164.36540000000002,173.44892000000004,749.4316,1757.5516,759.3916,True,1
I-TOC,la,175.75964000000002,182.11412,749.4316,1757.5516,759.3916,True,1
I-TOC,demande,184.385,218.5478,749.4316,1757.5516,759.3916,True,1
I-TOC,au,220.84856,229.93208000000004,749.4316,1757.5516,759.3916,True,1
I-TOC,comité,232.36232,256.45556000000005,749.4316,1757.5516,759.3916,True,1
I-TOC,consultatif,258.72644,295.54856000000007,749.4316,1757.5516,759.3916,True,1
I-TOC,d’urbanisme,297.8194400000001,342.4402400000002,749.4316,1757.5516,759.3916,True,1
I-TOC,............................................................................,344.35,517.65088,749.4316,1757.5516,759.3916,True,1
I-TOC,10,518.02,527.12172,749.4316,1757.5516,759.3916,True,1
I-TOC,29.,85.104,96.4948,766.8316,1774.9516,776.7916,True,1
I-TOC,Étude,113.42,134.75432,766.8316,1774.9516,776.7916,True,1
I-TOC,de,137.0252,146.14856000000003,766.8316,1774.9516,776.7916,True,1
I-TOC,la,148.41944,154.77392000000003,766.8316,1774.9516,776.7916,True,1
I-TOC,demande,157.06472000000002,191.21756,766.8316,1774.9516,776.7916,True,1
I-TOC,par,193.51832,205.36076,766.8316,1774.9516,776.7916,True,1
I-TOC,le,207.66152,214.016,766.8316,1774.9516,776.7916,True,1
I-TOC,comité,216.28688,240.50960000000003,766.8316,1774.9516,776.7916,True,1
I-TOC,consultatif,242.78048,279.60260000000005,766.8316,1774.9516,776.7916,True,1
I-TOC,d’urbanisme,281.8734800000001,326.4942800000002,766.8316,1774.9516,776.7916,True,1
I-TOC,...................................................................................,328.39,517.65088,766.8316,1774.9516,776.7916,True,1
I-TOC,10,518.02,527.12172,766.8316,1774.9516,776.7916,True,1
I-TOC,30.,85.104,96.4948,784.2316,1792.3516,794.1916,True,1
I-TOC,Avis,113.42,128.79824,784.2316,1792.3516,794.1916,True,1
I-TOC,public,131.06912,152.53292,784.2316,1792.3516,794.1916,True,1
I-TOC,................................................................................................................................................................,152.78,517.65088,784.2316,1792.3516,794.1916,True,1
I-TOC,10,518.02,527.12172,784.2316,1792.3516,794.1916,True,1
I-TOC,31.,85.104,96.4948,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,Décision,113.42,144.70436,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,du,147.00512,156.08864000000003,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,Conseil,158.39936,185.76944000000003,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,.................................................................................................................................................,187.01,517.65088,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,10,518.02,527.12172,801.6315999999999,1809.7516,811.5916,True,1
I-TOC,32.,85.104,96.4948,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,Émission,113.42,146.49716,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,du,148.79792,157.88144000000003,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,permis,160.19216,184.79336,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,.................................................................................................................................................,187.01,517.65088,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,10,518.02,527.12172,819.0316,1827.1516,828.9916000000001,True,1
I-TOC,33.,85.104,96.4948,836.4516,1844.5716,846.4116,True,1
I-TOC,Délai,113.42,132.02528,836.4516,1844.5716,846.4116,True,1
I-TOC,de,134.3,143.38352000000003,836.4516,1844.5716,846.4116,True,1
I-TOC,validité,145.68428,171.10220000000004,836.4516,1844.5716,846.4116,True,1
I-TOC,.......................................................................................................................................................,173.3,517.65088,836.4516,1844.5716,846.4116,True,1
I-TOC,10,518.02,527.12172,836.4516,1844.5716,846.4116,True,1
I-TOC,ENTRÉE,85.104,118.24092,853.8516,1861.9716,863.8116,True,1
I-TOC,EN,120.58152,131.87616,853.8516,1861.9716,863.8116,True,1
I-TOC,VIGUEUR,134.24664,171.46716000000004,853.8516,1861.9716,863.8116,True,1
