sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,B-Tete,7-1,121,612,792,ArialMT,#000,527,540,37,46,95077,,Artifact,
O,I-Alinea,d’un,121,612,792,ArialMT,#000,307,329,500,512,95540,6,P,Document;P
O,I-Alinea,mur,121,612,792,ArialMT,#000,331,352,500,512,95540,6,P,Document;P
O,I-Alinea,mitoyen,121,612,792,ArialMT,#000,354,395,500,512,95540,6,P,Document;P
O,I-Alinea,séparant,121,612,792,ArialMT,#000,398,443,500,512,95540,6,P,Document;P
O,I-Alinea,deux,121,612,792,ArialMT,#000,445,471,500,512,95540,6,P,Document;P
O,I-Alinea,(2),121,612,792,ArialMT,#000,473,487,500,512,95540,6,P,Document;P
O,I-Alinea,bâtiments,121,612,792,ArialMT,#000,490,540,500,512,95540,6,P,Document;P
O,I-Alinea,principaux.,121,612,792,ArialMT,#000,107,163,517,529,95557,6,P,Document;P
O,O,___________________________________________________,121,612,792,Arial-BoldMT,#000,72,287,533,541,95573,7,P,Document;P
B-Amendement,B-Alinea,"222-66-2021,",121,612,792,ArialMT,#000,72,117,542,550,95582,8,P,Document;P
I-Amendement,I-Alinea,a.,121,612,792,ArialMT,#000,119,125,542,550,95582,8,P,Document;P
I-Amendement,I-Alinea,126,121,612,792,ArialMT,#000,127,140,542,550,95582,8,P,Document;P
I-Amendement,I-Alinea,(2021),121,612,792,ArialMT,#000,141,163,542,550,95582,8,P,Document;P
O,B-Pied,Codification,121,612,792,ArialMT,#000,72,114,732,740,95772,,Artifact,
O,I-Pied,administrative,121,612,792,ArialMT,#000,116,165,732,740,95772,,Artifact,
O,I-Pied,:,121,612,792,ArialMT,#000,168,170,732,740,95772,,Artifact,
O,I-Pied,21,121,612,792,ArialMT,#000,172,181,732,740,95772,,Artifact,
O,I-Pied,août,121,612,792,ArialMT,#000,183,199,732,740,95772,,Artifact,
O,I-Pied,2023,121,612,792,ArialMT,#000,201,219,732,740,95772,,Artifact,
O,I-Pied,Ville,121,612,792,Arial-BoldMT,#000,456,473,732,740,95772,,Artifact,
O,I-Pied,de,121,612,792,Arial-BoldMT,#000,475,484,732,740,95772,,Artifact,
O,I-Pied,Saint-Sauveur,121,612,792,Arial-BoldMT,#000,486,540,732,740,95772,,Artifact,
B-Titre,I-Pied,Règlement,121,612,792,ArialMT,#000,396,435,741,749,95781,,Artifact,
I-Titre,I-Pied,de,121,612,792,ArialMT,#000,437,446,741,749,95781,,Artifact,
I-Titre,I-Pied,zonage,121,612,792,ArialMT,#000,448,475,741,749,95781,,Artifact,
I-Titre,I-Pied,numéro,121,612,792,ArialMT,#000,477,504,741,749,95781,,Artifact,
I-Titre,I-Pied,222-2008,121,612,792,ArialMT,#000,506,540,741,749,95781,,Artifact,
O,I-Pied,Chapitre,121,612,792,ArialMT,#000,376,406,750,758,95790,,Artifact,
O,I-Pied,7,121,612,792,ArialMT,#000,408,413,750,758,95790,,Artifact,
O,I-Pied,:,121,612,792,ArialMT,#000,415,417,750,758,95790,,Artifact,
O,I-Pied,Dispositions,121,612,792,ArialMT,#000,419,462,750,758,95790,,Artifact,
O,I-Pied,relatives,121,612,792,ArialMT,#000,465,494,750,758,95790,,Artifact,
O,I-Pied,à,121,612,792,ArialMT,#000,496,501,750,758,95790,,Artifact,
O,I-Pied,l’utilisation,121,612,792,ArialMT,#000,503,540,750,758,95790,,Artifact,
O,I-Pied,des,121,612,792,ArialMT,#000,422,435,760,768,95800,,Artifact,
O,I-Pied,cours,121,612,792,ArialMT,#000,437,456,760,768,95800,,Artifact,
O,I-Pied,et,121,612,792,ArialMT,#000,459,465,760,768,95800,,Artifact,
O,I-Pied,des,121,612,792,ArialMT,#000,468,480,760,768,95800,,Artifact,
O,I-Pied,marges,121,612,792,ArialMT,#000,483,509,760,768,95800,,Artifact,
O,I-Pied,de,121,612,792,ArialMT,#000,512,521,760,768,95800,,Artifact,
O,I-Pied,recul,121,612,792,ArialMT,#000,523,540,760,768,95800,,Artifact,
O,B-Tete,8-1,145,612,792,ArialMT,#000,527,540,37,46,114085,,Artifact,
O,B-Chapitre,CHAPITRE,145,612,792,Arial-BoldMT,#000,291,363,74,88,114122,0,P,Document;H1
O,I-Chapitre,8,145,612,792,Arial-BoldMT,#000,367,375,74,88,114122,0,P,Document;H1
O,B-Chapitre,8,145,612,792,Arial-BoldMT,#000,273,274,84,85,114132,0,P,Document;H1
O,I-Chapitre,DISPOSITIONS,145,612,792,Arial-BoldMT,#000,147,247,93,107,114141,0,P,Document;H1
O,I-Chapitre,RELATIVES,145,612,792,Arial-BoldMT,#000,251,329,93,107,114141,0,P,Document;H1
O,I-Chapitre,AUX,145,612,792,Arial-BoldMT,#000,333,362,93,107,114141,0,P,Document;H1
O,I-Chapitre,"USAGES,",145,612,792,Arial-BoldMT,#000,366,429,93,107,114141,0,P,Document;H1
O,I-Chapitre,"BÂTIMENTS,",145,612,792,Arial-BoldMT,#000,433,519,93,107,114141,0,P,Document;H1
O,I-Chapitre,CONSTRUCTIONS,145,612,792,Arial-BoldMT,#000,155,277,113,127,114161,0,P,Document;H1
O,I-Chapitre,ET,145,612,792,Arial-BoldMT,#000,281,299,113,127,114161,0,P,Document;H1
O,I-Chapitre,ÉQUIPEMENTS,145,612,792,Arial-BoldMT,#000,303,405,113,127,114161,0,P,Document;H1
O,I-Chapitre,ACCESSOIRES,145,612,792,Arial-BoldMT,#000,409,511,113,127,114161,0,P,Document;H1
O,B-Section,SECTION,145,612,792,ArialMT,#000,193,245,150,162,114198,1,P,Document;H2
O,I-Section,1,145,612,792,ArialMT,#000,247,254,150,162,114198,1,P,Document;H2
O,I-Section,:,145,612,792,ArialMT,#000,257,260,150,162,114198,1,P,Document;H2
O,I-Section,DISPOSITIONS,145,612,792,ArialMT,#000,263,346,150,162,114198,1,P,Document;H2
O,I-Section,GÉNÉRALES,145,612,792,ArialMT,#000,349,420,150,162,114198,1,P,Document;H2
O,B-Article,118.,145,612,792,Arial-BoldMT,#000,72,96,178,190,114226,2,P,Document;H3
O,I-Article,APPLICATION,145,612,792,Arial-BoldMT,#000,107,189,178,190,114226,2,P,Document;H3
O,B-Alinea,Les,145,612,792,ArialMT,#000,108,127,201,213,114249,3,P,Document;P
