sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,B-Alinea,Le,17,612,792,GCDQNG+ArialMT,#000,162,174,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,présent,17,612,792,GCDQNG+ArialMT,#000,180,217,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,223,272,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,a,17,612,792,GCDQNG+ArialMT,#000,278,285,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,effet,17,612,792,GCDQNG+ArialMT,#000,291,312,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,malgré,17,612,792,GCDQNG+ArialMT,#000,318,352,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,toute,17,612,792,GCDQNG+ArialMT,#000,358,383,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,autre,17,612,792,GCDQNG+ArialMT,#000,389,414,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,disposition,17,612,792,GCDQNG+ArialMT,#000,420,472,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,incompatible,17,612,792,GCDQNG+ArialMT,#000,478,540,382,393,13054,8,P,Document;Sect;P
O,I-Alinea,contenue,17,612,792,GCDQNG+ArialMT,#000,162,207,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,dans,17,612,792,GCDQNG+ArialMT,#000,213,236,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,l'un,17,612,792,GCDQNG+ArialMT,#000,242,259,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,ou,17,612,792,GCDQNG+ArialMT,#000,264,276,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,l'autre,17,612,792,GCDQNG+ArialMT,#000,281,311,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,des,17,612,792,GCDQNG+ArialMT,#000,316,334,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,règlements,17,612,792,GCDQNG+ArialMT,#000,339,394,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,municipaux,17,612,792,GCDQNG+ArialMT,#000,399,455,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,actuellement,17,612,792,GCDQNG+ArialMT,#000,460,522,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,528,540,395,406,13067,8,P,Document;Sect;P
O,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,162,198,407,418,13079,8,P,Document;Sect;P
O,I-Alinea,dans,17,612,792,GCDQNG+ArialMT,#000,201,225,407,418,13079,8,P,Document;Sect;P
O,I-Alinea,la,17,612,792,GCDQNG+ArialMT,#000,228,237,407,418,13079,8,P,Document;Sect;P
O,I-Alinea,ville.,17,612,792,GCDQNG+ArialMT,#000,240,262,407,418,13079,8,P,Document;Sect;P
O,B-Alinea,Tels,17,612,792,GCDQNG+ArialMT,#000,162,183,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,remplacements,17,612,792,GCDQNG+ArialMT,#000,186,261,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,et,17,612,792,GCDQNG+ArialMT,#000,265,274,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,abrogations,17,612,792,GCDQNG+ArialMT,#000,277,335,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,n'affectent,17,612,792,GCDQNG+ArialMT,#000,338,388,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,pas,17,612,792,GCDQNG+ArialMT,#000,392,410,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,cependant,17,612,792,GCDQNG+ArialMT,#000,413,464,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,les,17,612,792,GCDQNG+ArialMT,#000,468,482,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,procédures,17,612,792,GCDQNG+ArialMT,#000,485,540,429,440,13101,9,P,Document;Sect;P
O,I-Alinea,pénales,17,612,792,GCDQNG+ArialMT,#000,162,201,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,"intentées,",17,612,792,GCDQNG+ArialMT,#000,204,251,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,sous,17,612,792,GCDQNG+ArialMT,#000,254,278,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,l'autorité,17,612,792,GCDQNG+ArialMT,#000,281,322,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,des,17,612,792,GCDQNG+ArialMT,#000,325,342,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,règlements,17,612,792,GCDQNG+ArialMT,#000,345,400,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,ainsi,17,612,792,GCDQNG+ArialMT,#000,403,425,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,remplacés,17,612,792,GCDQNG+ArialMT,#000,428,479,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,ou,17,612,792,GCDQNG+ArialMT,#000,482,494,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,"abrogés,",17,612,792,GCDQNG+ArialMT,#000,497,540,442,453,13114,9,P,Document;Sect;P
O,I-Alinea,lesquelles,17,612,792,GCDQNG+ArialMT,#000,162,211,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,se,17,612,792,GCDQNG+ArialMT,#000,216,228,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,continueront,17,612,792,GCDQNG+ArialMT,#000,233,293,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,sous,17,612,792,GCDQNG+ArialMT,#000,298,321,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,l'autorité,17,612,792,GCDQNG+ArialMT,#000,326,368,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,desdits,17,612,792,GCDQNG+ArialMT,#000,373,407,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,règlements,17,612,792,GCDQNG+ArialMT,#000,412,467,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,remplacés,17,612,792,GCDQNG+ArialMT,#000,472,523,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,ou,17,612,792,GCDQNG+ArialMT,#000,528,540,454,465,13126,9,P,Document;Sect;P
O,I-Alinea,abrogés,17,612,792,GCDQNG+ArialMT,#000,162,202,467,478,13139,9,P,Document;Sect;P
O,I-Alinea,jusqu'à,17,612,792,GCDQNG+ArialMT,#000,205,239,467,478,13139,9,P,Document;Sect;P
O,I-Alinea,jugement,17,612,792,GCDQNG+ArialMT,#000,242,288,467,478,13139,9,P,Document;Sect;P
O,I-Alinea,final,17,612,792,GCDQNG+ArialMT,#000,291,311,467,478,13139,9,P,Document;Sect;P
O,I-Alinea,et,17,612,792,GCDQNG+ArialMT,#000,314,323,467,478,13139,9,P,Document;Sect;P
O,I-Alinea,exécution.,17,612,792,GCDQNG+ArialMT,#000,326,376,467,478,13139,9,P,Document;Sect;P
O,B-Article,6.1.3,17,612,792,GCDQNG+ArialMT,#000,108,133,492,503,13164,10,H3,Document;Sect;H3
O,I-Article,Terminologie,17,612,792,QZBYXM+Arial-BoldMT,#000,162,230,492,503,13164,10,H3,Document;Sect;H3
B-Amendement,B-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,"2011-U53-17,",17,612,792,GCDQNG+ArialMT,#000,208,257,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,509,518,13181,11,P,Document;Sect;P
I-Amendement,I-Alinea,2011-08-18),17,612,792,GCDQNG+ArialMT,#000,328,371,509,518,13181,11,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,"2011-U53-18,",17,612,792,GCDQNG+ArialMT,#000,208,257,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,519,527,13191,12,P,Document;Sect;P
I-Amendement,I-Alinea,2011-07-21),17,612,792,GCDQNG+ArialMT,#000,328,371,519,527,13191,12,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,"2012-U53-30,",17,612,792,GCDQNG+ArialMT,#000,208,257,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,528,536,13200,13,P,Document;Sect;P
I-Amendement,I-Alinea,2012-09-21),17,612,792,GCDQNG+ArialMT,#000,328,371,528,536,13200,13,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,"2013-U53-32,",17,612,792,GCDQNG+ArialMT,#000,208,257,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,537,545,13209,14,P,Document;Sect;P
I-Amendement,I-Alinea,2013-04-18),17,612,792,GCDQNG+ArialMT,#000,328,371,537,545,13209,14,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,"2013-U53-36,",17,612,792,GCDQNG+ArialMT,#000,208,257,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,546,554,13218,15,P,Document;Sect;P
I-Amendement,I-Alinea,2013-09-19),17,612,792,GCDQNG+ArialMT,#000,328,371,546,554,13218,15,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,"2013-U53-37,",17,612,792,GCDQNG+ArialMT,#000,208,257,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,555,563,13227,16,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,555,563,13227,16,P,Document;Sect;P
