SeqTag,tag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Alinea,vérifier,1,604,995,ABCDEE+Arial,#000,271,304,289,300,289,14,P,Part;P
O,I-Alinea,les,1,604,995,ABCDEE+Arial,#000,307,321,289,300,289,14,P,Part;P
O,I-Alinea,dispositions,1,604,995,ABCDEE+Arial,#000,324,382,289,300,289,14,P,Part;P
O,I-Alinea,"applicables,",1,604,995,ABCDEE+Arial,#000,385,443,289,300,289,14,P,Part;P
O,I-Alinea,le,1,604,995,ABCDEE+Arial,#000,446,454,289,300,289,14,P,Part;P
O,I-Alinea,lecteur,1,604,995,ABCDEE+Arial,#000,458,491,289,300,289,14,P,Part;P
O,I-Alinea,pourra,1,604,995,ABCDEE+Arial,#000,88,120,301,312,301,14,P,Part;P
O,I-Alinea,consulter,1,604,995,ABCDEE+Arial,#000,123,167,301,312,301,14,P,Part;P
O,I-Alinea,le,1,604,995,ABCDEE+Arial,#000,170,179,301,312,301,14,P,Part;P
O,I-Alinea,texte,1,604,995,ABCDEE+Arial,#000,182,206,301,312,301,14,P,Part;P
O,I-Alinea,officiel,1,604,995,ABCDEE+Arial,#000,209,240,301,312,301,14,P,Part;P
O,I-Alinea,au,1,604,995,ABCDEE+Arial,#000,243,255,301,312,301,14,P,Part;P
O,I-Alinea,Service,1,604,995,ABCDEE+Arial,#000,258,295,301,312,301,14,P,Part;P
O,I-Alinea,du,1,604,995,ABCDEE+Arial,#000,298,310,301,312,301,14,P,Part;P
O,I-Alinea,greffe,1,604,995,ABCDEE+Arial,#000,313,341,301,312,301,14,P,Part;P
O,I-Alinea,de,1,604,995,ABCDEE+Arial,#000,344,357,301,312,301,14,P,Part;P
O,I-Alinea,la,1,604,995,ABCDEE+Arial,#000,360,368,301,312,301,14,P,Part;P
O,I-Alinea,ville,1,604,995,ABCDEE+Arial,#000,371,390,301,312,301,14,P,Part;P
O,I-Alinea,de,1,604,995,ABCDEE+Arial,#000,393,406,301,312,301,14,P,Part;P
O,I-Alinea,Sainte-Adèle.,1,604,995,ABCDEE+Arial,#000,409,475,301,312,301,14,P,Part;P
O,B-Alinea,La,1,604,995,ABCDEE+Arial,#000,88,100,327,338,327,16,P,Part;P
O,I-Alinea,"mention,",1,604,995,ABCDEE+Arial,#000,103,145,327,338,327,16,P,Part;P
O,I-Alinea,à,1,604,995,ABCDEE+Arial,#000,148,155,327,338,327,16,P,Part;P
O,I-Alinea,la,1,604,995,ABCDEE+Arial,#000,158,166,327,338,327,16,P,Part;P
O,I-Alinea,fin,1,604,995,ABCDEE+Arial,#000,169,181,327,338,327,16,P,Part;P
O,I-Alinea,d’un,1,604,995,ABCDEE+Arial,#000,184,205,327,338,327,16,P,Part;P
O,I-Alinea,"article,",1,604,995,ABCDEE+Arial,#000,208,240,327,338,327,16,P,Part;P
O,I-Alinea,d’un,1,604,995,ABCDEE+Arial,#000,243,264,327,338,327,16,P,Part;P
O,I-Alinea,numéro,1,604,995,ABCDEE+Arial,#000,267,304,327,338,327,16,P,Part;P
O,I-Alinea,séquentiel,1,604,995,ABCDEE+Arial,#000,307,357,327,338,327,16,P,Part;P
O,I-Alinea,de,1,604,995,ABCDEE+Arial,#000,360,373,327,338,327,16,P,Part;P
O,I-Alinea,règlement,1,604,995,ABCDEE+Arial,#000,376,425,327,338,327,16,P,Part;P
O,I-Alinea,indique,1,604,995,ABCDEE+Arial,#000,428,463,327,338,327,16,P,Part;P
O,I-Alinea,que,1,604,995,ABCDEE+Arial,#000,466,485,327,338,327,16,P,Part;P
O,I-Alinea,le,1,604,995,ABCDEE+Arial,#000,488,496,327,338,327,16,P,Part;P
O,I-Alinea,règlement,1,604,995,ABCDEE+Arial,#000,88,137,339,350,339,16,P,Part;P
O,I-Alinea,original,1,604,995,ABCDEE+Arial,#000,140,175,339,350,339,16,P,Part;P
O,I-Alinea,a,1,604,995,ABCDEE+Arial,#000,178,184,339,350,339,16,P,Part;P
O,I-Alinea,fait,1,604,995,ABCDEE+Arial,#000,187,202,339,350,339,16,P,Part;P
O,I-Alinea,l’objet,1,604,995,ABCDEE+Arial,#000,205,234,339,350,339,16,P,Part;P
O,I-Alinea,d'une,1,604,995,ABCDEE+Arial,#000,237,264,339,350,339,16,P,Part;P
O,I-Alinea,ou,1,604,995,ABCDEE+Arial,#000,267,279,339,350,339,16,P,Part;P
O,I-Alinea,plusieurs,1,604,995,ABCDEE+Arial,#000,282,326,339,350,339,16,P,Part;P
O,I-Alinea,modifications,1,604,995,ABCDEE+Arial,#000,329,393,339,350,339,16,P,Part;P
O,I-Alinea,dont,1,604,995,ABCDEE+Arial,#000,396,418,339,350,339,16,P,Part;P
O,I-Alinea,la,1,604,995,ABCDEE+Arial,#000,421,429,339,350,339,16,P,Part;P
O,I-Alinea,référence,1,604,995,ABCDEE+Arial,#000,432,479,339,350,339,16,P,Part;P
O,I-Alinea,est,1,604,995,ABCDEE+Arial,#000,482,496,339,350,339,16,P,Part;P
O,I-Alinea,alors,1,604,995,ABCDEE+Arial,#000,88,112,352,363,352,16,P,Part;P
O,I-Alinea,précisée,1,604,995,ABCDEE+Arial,#000,115,156,352,363,352,16,P,Part;P
O,I-Alinea,"(règlement,",1,604,995,ABCDEE+Arial,#000,159,215,352,363,352,16,P,Part;P
O,I-Alinea,article).,1,604,995,ABCDEE+Arial,#000,218,254,352,363,352,16,P,Part;P
O,B-Titre,RÈGLEMENT,1,604,995,"ABCDEE+Arial,Bold",#000,88,157,390,401,390,19,P,Part;P
O,I-Titre,1251,1,604,995,"ABCDEE+Arial,Bold",#000,160,184,390,401,390,19,P,Part;P
O,B-Titre,Relatif,1,604,995,"ABCDEE+Arial,Bold",#f00,88,121,415,426,415,21,P,Part;P
O,I-Titre,à,1,604,995,"ABCDEE+Arial,Bold",#f00,125,131,415,426,415,21,P,Part;P
O,I-Titre,la,1,604,995,"ABCDEE+Arial,Bold",#f00,134,143,415,426,415,21,P,Part;P
O,I-Titre,rémunération,1,604,995,"ABCDEE+Arial,Bold",#f00,146,216,415,426,415,21,P,Part;P
O,I-Titre,des,1,604,995,"ABCDEE+Arial,Bold",#f00,219,238,415,426,415,21,P,Part;P
O,I-Titre,membres,1,604,995,"ABCDEE+Arial,Bold",#f00,241,290,415,426,415,21,P,Part;P
O,I-Titre,du,1,604,995,"ABCDEE+Arial,Bold",#f00,293,307,415,426,415,21,P,Part;P
O,I-Titre,conseil,1,604,995,"ABCDEE+Arial,Bold",#f00,310,348,415,426,415,21,P,Part;P
O,B-Alinea,Règlement,1,604,995,ABCDEE+Arial,#000,88,141,453,464,453,24,P,Part;P
O,I-Alinea,"1251,",1,604,995,ABCDEE+Arial,#000,144,172,453,464,453,24,P,Part;P
O,I-Alinea,adopté,1,604,995,ABCDEE+Arial,#000,175,208,453,464,453,24,P,Part;P
O,I-Alinea,le,1,604,995,ABCDEE+Arial,#000,211,220,453,464,453,24,P,Part;P
O,I-Alinea,15,1,604,995,ABCDEE+Arial,#000,223,235,453,464,453,24,P,Part;P
O,I-Alinea,janvier,1,604,995,ABCDEE+Arial,#000,238,271,453,464,453,24,P,Part;P
O,I-Alinea,"2018,",1,604,995,ABCDEE+Arial,#000,274,301,453,464,453,24,P,Part;P
O,I-Alinea,entré,1,604,995,ABCDEE+Arial,#000,304,329,453,464,453,24,P,Part;P
O,I-Alinea,en,1,604,995,ABCDEE+Arial,#000,332,345,453,464,453,24,P,Part;P
O,I-Alinea,vigueur,1,604,995,ABCDEE+Arial,#000,348,384,453,464,453,24,P,Part;P
O,I-Alinea,le,1,604,995,ABCDEE+Arial,#000,387,395,453,464,453,24,P,Part;P
O,I-Alinea,24,1,604,995,ABCDEE+Arial,#000,399,411,453,464,453,24,P,Part;P
O,I-Alinea,janvier,1,604,995,ABCDEE+Arial,#000,414,446,453,464,453,24,P,Part;P
O,I-Alinea,2018,1,604,995,ABCDEE+Arial,#000,449,474,453,464,453,24,P,Part;P
O,B-Alinea,Amendé,1,604,995,ABCDEE+Arial,#000,88,129,478,489,478,26,P,Part;P
O,I-Alinea,par,1,604,995,ABCDEE+Arial,#000,132,148,478,489,478,26,P,Part;P
O,I-Alinea,les,1,604,995,ABCDEE+Arial,#000,151,165,478,489,478,26,P,Part;P
O,I-Alinea,règlements,1,604,995,ABCDEE+Arial,#000,168,222,478,489,478,26,P,Part;P
O,I-Alinea,suivants,1,604,995,ABCDEE+Arial,#000,225,266,478,489,478,26,P,Part;P
O,I-Alinea,:,1,604,995,ABCDEE+Arial,#000,269,272,478,489,478,26,P,Part;P
O,B-Liste,,1,604,995,ABCDEE+Symbol,#000,88,93,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,"1251-1,",1,604,995,ABCDEE+Arial,#000,116,153,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,adopté,1,604,995,ABCDEE+Arial,#000,156,190,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,le,1,604,995,ABCDEE+Arial,#000,193,202,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,16,1,604,995,ABCDEE+Arial,#000,205,217,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,décembre,1,604,995,ABCDEE+Arial,#000,220,269,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,"2019,",1,604,995,ABCDEE+Arial,#000,272,300,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,entré,1,604,995,ABCDEE+Arial,#000,303,328,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,en,1,604,995,ABCDEE+Arial,#000,331,343,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,vigueur,1,604,995,ABCDEE+Arial,#000,346,382,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,le,1,604,995,ABCDEE+Arial,#000,385,394,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,18,1,604,995,ABCDEE+Arial,#000,397,409,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,décembre,1,604,995,ABCDEE+Arial,#000,412,461,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,2019,1,604,995,ABCDEE+Arial,#000,464,488,504,515,504,28,P,Part;L;LI;LBody
O,I-Liste,;,1,604,995,ABCDEE+Arial,#000,492,495,504,515,504,28,P,Part;L;LI;LBody
O,B-Pied,Règlement,1,604,995,ABCDEE+Cambria,#000,88,125,962,970,962,,Artifact,
O,I-Pied,1251,1,604,995,ABCDEE+Cambria,#000,126,144,962,970,962,,Artifact,
O,I-Pied,–,1,604,995,ABCDEE+Cambria,#000,146,150,962,970,962,,Artifact,
O,I-Pied,Rémunération,1,604,995,ABCDEE+Cambria,#000,152,202,962,970,962,,Artifact,
O,I-Pied,des,1,604,995,ABCDEE+Cambria,#000,203,215,962,970,962,,Artifact,
O,I-Pied,élus,1,604,995,ABCDEE+Cambria,#000,217,231,962,970,962,,Artifact,
O,I-Pied,(Compilation,1,604,995,ABCDEE+Cambria,#000,233,278,962,970,962,,Artifact,
O,I-Pied,administrative,1,604,995,ABCDEE+Cambria,#000,280,331,962,970,962,,Artifact,
O,I-Pied,au,1,604,995,ABCDEE+Cambria,#000,333,341,962,970,962,,Artifact,
O,I-Pied,1251-1),1,604,995,ABCDEE+Cambria,#000,343,371,962,970,962,,Artifact,
O,I-Pied,Page,1,604,995,ABCDEE+Cambria,#000,478,494,962,970,962,,Artifact,
O,I-Pied,1,1,604,995,ABCDEE+Cambria,#000,496,500,962,970,962,,Artifact,
O,B-Article,Article,3,604,995,"ABCDEE+Arial,Bold",#000,88,125,57,69,2047,1,P,Part;L;LI;LBody
O,I-Article,7,3,604,995,"ABCDEE+Arial,Bold",#000,132,138,57,69,2047,1,P,Part;L;LI;LBody
O,I-Article,Indexation,3,604,995,"ABCDEE+Arial,Bold",#000,173,228,58,69,2048,1,P,Part;L;LI;LBody
O,B-Alinea,Les,3,604,995,ABCDEE+Arial,#000,88,106,70,81,2061,2,P,Part;P
O,I-Alinea,rémunérations,3,604,995,ABCDEE+Arial,#000,110,180,70,81,2061,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,184,196,70,81,2061,2,P,Part;P
O,I-Alinea,base,3,604,995,ABCDEE+Arial,#000,200,224,70,81,2061,2,P,Part;P
O,I-Alinea,et,3,604,995,ABCDEE+Arial,#000,228,237,70,81,2061,2,P,Part;P
O,I-Alinea,additionnelles,3,604,995,ABCDEE+Arial,#000,241,309,70,81,2061,2,P,Part;P
O,I-Alinea,sont,3,604,995,ABCDEE+Arial,#000,313,333,70,81,2061,2,P,Part;P
O,I-Alinea,augmentées,3,604,995,ABCDEE+Arial,#000,338,398,70,81,2061,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,402,414,70,81,2061,2,P,Part;P
O,I-Alinea,1%,3,604,995,ABCDEE+Arial,#000,418,434,70,81,2061,2,P,Part;P
O,I-Alinea,le,3,604,995,ABCDEE+Arial,#000,438,447,70,81,2061,2,P,Part;P
O,I-Alinea,1er,3,604,995,ABCDEE+Arial,#000,451,467,70,81,2061,2,P,Part;P
O,I-Alinea,janvier,3,604,995,ABCDEE+Arial,#000,471,503,70,81,2061,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,88,100,83,94,2073,2,P,Part;P
O,I-Alinea,chaque,3,604,995,ABCDEE+Arial,#000,104,141,83,94,2073,2,P,Part;P
O,I-Alinea,année.,3,604,995,ABCDEE+Arial,#000,145,179,83,94,2073,2,P,Part;P
O,I-Alinea,Cette,3,604,995,ABCDEE+Arial,#000,183,209,83,94,2073,2,P,Part;P
O,I-Alinea,augmentation,3,604,995,ABCDEE+Arial,#000,214,280,83,94,2073,2,P,Part;P
O,I-Alinea,est,3,604,995,ABCDEE+Arial,#000,285,300,83,94,2073,2,P,Part;P
O,I-Alinea,remplacée,3,604,995,ABCDEE+Arial,#000,304,355,83,94,2073,2,P,Part;P
O,I-Alinea,par,3,604,995,ABCDEE+Arial,#000,360,376,83,94,2073,2,P,Part;P
O,I-Alinea,la,3,604,995,ABCDEE+Arial,#000,380,389,83,94,2073,2,P,Part;P
O,I-Alinea,moyenne,3,604,995,ABCDEE+Arial,#000,393,438,83,94,2073,2,P,Part;P
O,I-Alinea,arithmétique,3,604,995,ABCDEE+Arial,#000,443,503,83,94,2073,2,P,Part;P
O,I-Alinea,des,3,604,995,ABCDEE+Arial,#000,88,106,96,107,2086,2,P,Part;P
O,I-Alinea,indices,3,604,995,ABCDEE+Arial,#000,111,145,96,107,2086,2,P,Part;P
O,I-Alinea,mensuels,3,604,995,ABCDEE+Arial,#000,150,197,96,107,2086,2,P,Part;P
O,I-Alinea,des,3,604,995,ABCDEE+Arial,#000,202,219,96,107,2086,2,P,Part;P
O,I-Alinea,prix,3,604,995,ABCDEE+Arial,#000,224,242,96,107,2086,2,P,Part;P
O,I-Alinea,à,3,604,995,ABCDEE+Arial,#000,247,253,96,107,2086,2,P,Part;P
O,I-Alinea,la,3,604,995,ABCDEE+Arial,#000,258,267,96,107,2086,2,P,Part;P
O,I-Alinea,consommation,3,604,995,ABCDEE+Arial,#000,271,343,96,107,2086,2,P,Part;P
O,I-Alinea,publiés,3,604,995,ABCDEE+Arial,#000,348,383,96,107,2086,2,P,Part;P
O,I-Alinea,par,3,604,995,ABCDEE+Arial,#000,388,404,96,107,2086,2,P,Part;P
O,I-Alinea,Statistique,3,604,995,ABCDEE+Arial,#000,408,460,96,107,2086,2,P,Part;P
O,I-Alinea,Canada,3,604,995,ABCDEE+Arial,#000,465,503,96,107,2086,2,P,Part;P
O,I-Alinea,pour,3,604,995,ABCDEE+Arial,#000,88,110,108,119,2098,2,P,Part;P
O,I-Alinea,la,3,604,995,ABCDEE+Arial,#000,114,123,108,119,2098,2,P,Part;P
O,I-Alinea,région,3,604,995,ABCDEE+Arial,#000,127,158,108,119,2098,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,162,174,108,119,2098,2,P,Part;P
O,I-Alinea,Montréal,3,604,995,ABCDEE+Arial,#000,179,221,108,119,2098,2,P,Part;P
O,I-Alinea,pour,3,604,995,ABCDEE+Arial,#000,226,248,108,119,2098,2,P,Part;P
O,I-Alinea,la,3,604,995,ABCDEE+Arial,#000,252,261,108,119,2098,2,P,Part;P
O,I-Alinea,période,3,604,995,ABCDEE+Arial,#000,265,302,108,119,2098,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,306,318,108,119,2098,2,P,Part;P
O,I-Alinea,douze,3,604,995,ABCDEE+Arial,#000,323,352,108,119,2098,2,P,Part;P
O,I-Alinea,(12),3,604,995,ABCDEE+Arial,#000,357,376,108,119,2098,2,P,Part;P
O,I-Alinea,mois,3,604,995,ABCDEE+Arial,#000,381,404,108,119,2098,2,P,Part;P
O,I-Alinea,se,3,604,995,ABCDEE+Arial,#000,408,420,108,119,2098,2,P,Part;P
O,I-Alinea,terminant,3,604,995,ABCDEE+Arial,#000,424,470,108,119,2098,2,P,Part;P
O,I-Alinea,au,3,604,995,ABCDEE+Arial,#000,475,487,108,119,2098,2,P,Part;P
O,I-Alinea,30,3,604,995,ABCDEE+Arial,#000,491,503,108,119,2098,2,P,Part;P
O,I-Alinea,septembre,3,604,995,ABCDEE+Arial,#000,88,140,121,132,2111,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,146,159,121,132,2111,2,P,Part;P
O,I-Alinea,l’année,3,604,995,ABCDEE+Arial,#000,165,200,121,132,2111,2,P,Part;P
O,I-Alinea,civile,3,604,995,ABCDEE+Arial,#000,207,231,121,132,2111,2,P,Part;P
O,I-Alinea,précédant,3,604,995,ABCDEE+Arial,#000,237,286,121,132,2111,2,P,Part;P
O,I-Alinea,l’augmentation.,3,604,995,ABCDEE+Arial,#000,293,368,121,132,2111,2,P,Part;P
O,I-Alinea,La,3,604,995,ABCDEE+Arial,#000,374,386,121,132,2111,2,P,Part;P
O,I-Alinea,présente,3,604,995,ABCDEE+Arial,#000,393,435,121,132,2111,2,P,Part;P
O,I-Alinea,formule,3,604,995,ABCDEE+Arial,#000,442,479,121,132,2111,2,P,Part;P
O,I-Alinea,IPC,3,604,995,ABCDEE+Arial,#000,485,503,121,132,2111,2,P,Part;P
O,I-Alinea,trouve,3,604,995,ABCDEE+Arial,#000,88,118,133,145,2124,2,P,Part;P
O,I-Alinea,application,3,604,995,ABCDEE+Arial,#000,122,175,133,145,2124,2,P,Part;P
O,I-Alinea,seulement,3,604,995,ABCDEE+Arial,#000,179,230,133,145,2124,2,P,Part;P
O,I-Alinea,lorsque,3,604,995,ABCDEE+Arial,#000,233,270,133,145,2124,2,P,Part;P
O,I-Alinea,l’indice,3,604,995,ABCDEE+Arial,#000,273,307,133,145,2124,2,P,Part;P
O,I-Alinea,des,3,604,995,ABCDEE+Arial,#000,311,328,133,145,2124,2,P,Part;P
O,I-Alinea,prix,3,604,995,ABCDEE+Arial,#000,332,350,133,145,2124,2,P,Part;P
O,I-Alinea,à,3,604,995,ABCDEE+Arial,#000,354,360,133,145,2124,2,P,Part;P
O,I-Alinea,la,3,604,995,ABCDEE+Arial,#000,364,372,133,145,2124,2,P,Part;P
O,I-Alinea,consommation,3,604,995,ABCDEE+Arial,#000,376,448,133,145,2124,2,P,Part;P
O,I-Alinea,excède,3,604,995,ABCDEE+Arial,#000,452,487,133,145,2124,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,491,503,133,145,2124,2,P,Part;P
O,I-Alinea,"0,25",3,604,995,ABCDEE+Arial,#000,88,109,146,157,2137,2,P,Part;P
O,I-Alinea,%,3,604,995,ABCDEE+Arial,#000,114,124,146,157,2137,2,P,Part;P
O,I-Alinea,les,3,604,995,ABCDEE+Arial,#000,130,144,146,157,2137,2,P,Part;P
O,I-Alinea,augmentations,3,604,995,ABCDEE+Arial,#000,149,221,146,157,2137,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,226,239,146,157,2137,2,P,Part;P
O,I-Alinea,salaires,3,604,995,ABCDEE+Arial,#000,244,282,146,157,2137,2,P,Part;P
O,I-Alinea,prévues,3,604,995,ABCDEE+Arial,#000,287,326,146,157,2137,2,P,Part;P
O,I-Alinea,au,3,604,995,ABCDEE+Arial,#000,331,344,146,157,2137,2,P,Part;P
O,I-Alinea,1er,3,604,995,ABCDEE+Arial,#000,349,365,146,157,2137,2,P,Part;P
O,I-Alinea,janvier,3,604,995,ABCDEE+Arial,#000,370,403,146,157,2137,2,P,Part;P
O,I-Alinea,"suivant,",3,604,995,ABCDEE+Arial,#000,408,446,146,157,2137,2,P,Part;P
O,I-Alinea,jusqu’à,3,604,995,ABCDEE+Arial,#000,451,486,146,157,2137,2,P,Part;P
O,I-Alinea,un,3,604,995,ABCDEE+Arial,#000,491,503,146,157,2137,2,P,Part;P
O,I-Alinea,maximum,3,604,995,ABCDEE+Arial,#000,88,135,159,170,2149,2,P,Part;P
O,I-Alinea,de,3,604,995,ABCDEE+Arial,#000,139,151,159,170,2149,2,P,Part;P
O,I-Alinea,2,3,604,995,ABCDEE+Arial,#000,154,160,159,170,2149,2,P,Part;P
O,I-Alinea,%,3,604,995,ABCDEE+Arial,#000,163,173,159,170,2149,2,P,Part;P
O,I-Alinea,supplémentaire,3,604,995,ABCDEE+Arial,#000,176,251,159,170,2149,2,P,Part;P
O,I-Alinea,à,3,604,995,ABCDEE+Arial,#000,254,260,159,170,2149,2,P,Part;P
O,I-Alinea,l’augmentation,3,604,995,ABCDEE+Arial,#000,263,335,159,170,2149,2,P,Part;P
O,I-Alinea,annuelle.,3,604,995,ABCDEE+Arial,#000,338,382,159,170,2149,2,P,Part;P
O,B-Amendement,"1251-1,",3,604,995,"ABCDEE+Arial,Bold",#f00,88,115,184,192,2174,4,P,Part;P
O,I-Amendement,a.,3,604,995,"ABCDEE+Arial,Bold",#f00,117,124,184,192,2174,4,P,Part;P
O,I-Amendement,6,3,604,995,"ABCDEE+Arial,Bold",#f00,126,131,184,192,2174,4,P,Part;P
O,B-Article,Article,3,604,995,"ABCDEE+Arial,Bold",#000,88,125,206,218,2196,6,P,Part;L;LI;LBody
O,I-Article,8,3,604,995,"ABCDEE+Arial,Bold",#000,132,138,206,218,2196,6,P,Part;L;LI;LBody
