seqtag,tag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Alinea,l’article,26,612,1008,BCDJEE+ArialNarrow,#000,158,183,444,454,25644,22,P,Document;P
O,I-Alinea,357,26,612,1008,BCDJEE+ArialNarrow,#000,185,199,444,454,25644,22,P,Document;P
O,I-Alinea,de,26,612,1008,BCDJEE+ArialNarrow,#000,201,210,444,454,25644,22,P,Document;P
O,I-Alinea,la,26,612,1008,BCDJEE+ArialNarrow,#000,213,219,444,454,25644,22,P,Document;P
O,I-Alinea,Loi,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,221,232,444,454,25644,22,P,Document;P
O,I-Alinea,sur,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,235,246,444,454,25644,22,P,Document;P
O,I-Alinea,les,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,248,259,444,454,25644,22,P,Document;P
O,I-Alinea,cités,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,261,278,444,454,25644,22,P,Document;P
O,I-Alinea,et,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,280,287,444,454,25644,22,P,Document;P
O,I-Alinea,villes,26,612,1008,BCDLEE+ArialNarrow-Italic,#000,289,308,444,454,25644,22,P,Document;P
O,I-Alinea,:,26,612,1008,BCDGEE+ArialNarrow,#000,310,312,444,454,25644,22,P,Document;P
O,B-Alinea,«,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,113,118,464,474,25664,23,P,Document;P
B-Titre,I-Alinea,Règlement,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,120,162,464,474,25664,23,P,Document;P
I-Titre,I-Alinea,1314-2021-L,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,164,212,464,474,25664,23,P,Document;P
I-Titre,I-Alinea,de,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,214,223,464,474,25664,23,P,Document;P
I-Titre,I-Alinea,lotissement,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,226,271,464,474,25664,23,P,Document;P
O,I-Alinea,»,26,612,1008,BCDMEE+ArialNarrow-BoldItalic,#000,274,278,464,474,25664,23,P,Document;P
O,B-Tableau,Adoption,26,612,1008,BCDGEE+ArialNarrow,#000,229,261,490,500,25690,24,P,Document;Table;THead;TR;TH;P
O,I-Tableau,19,26,612,1008,BCDGEE+ArialNarrow,#000,420,429,490,500,25690,25,P,Document;Table;THead;TR;TH;P
O,I-Tableau,juillet,26,612,1008,BCDGEE+ArialNarrow,#000,431,450,490,500,25690,25,P,Document;Table;THead;TR;TH;P
O,I-Tableau,2021,26,612,1008,BCDGEE+ArialNarrow,#000,452,470,490,500,25690,25,P,Document;Table;THead;TR;TH;P
O,B-Alinea,(s),26,612,1008,BCDGEE+ArialNarrow,#000,113,123,523,533,25723,26,P,Document;P
O,I-Alinea,Nadine,26,612,1008,BCDGEE+ArialNarrow,#000,125,151,523,533,25723,26,P,Document;P
O,I-Alinea,Brière,26,612,1008,BCDGEE+ArialNarrow,#000,153,175,523,533,25723,26,P,Document;P
O,I-Alinea,(s),26,612,1008,BCDGEE+ArialNarrow,#000,298,307,523,533,25723,26,P,Document;P
O,I-Alinea,Audrey,26,612,1008,BCDGEE+ArialNarrow,#000,310,336,523,533,25723,26,P,Document;P
O,I-Alinea,Senécal,26,612,1008,BCDGEE+ArialNarrow,#000,338,367,523,533,25723,26,P,Document;P
O,O,__________________________,26,612,1008,BCDGEE+ArialNarrow,#000,114,233,536,546,25736,27,P,Document;P
O,O,___________________________________,26,612,1008,BCDGEE+ArialNarrow,#000,298,457,536,546,25736,27,P,Document;P
O,B-Alinea,Nadine,26,612,1008,BCDGEE+ArialNarrow,#000,113,139,548,558,25748,28,P,Document;P
O,I-Alinea,Brière,26,612,1008,BCDGEE+ArialNarrow,#000,142,163,548,558,25748,28,P,Document;P
O,I-Alinea,Me,26,612,1008,BCDGEE+ArialNarrow,#000,298,309,548,558,25748,28,P,Document;P
O,I-Alinea,Audrey,26,612,1008,BCDGEE+ArialNarrow,#000,311,337,548,558,25748,28,P,Document;P
O,I-Alinea,Senécal,26,612,1008,BCDGEE+ArialNarrow,#000,340,369,548,558,25748,28,P,Document;P
O,B-Alinea,Mairesse,26,612,1008,BCDGEE+ArialNarrow,#000,113,147,561,570,25761,29,P,Document;P
O,I-Alinea,Greffière,26,612,1008,BCDGEE+ArialNarrow,#000,298,330,561,570,25761,29,P,Document;P
O,I-Alinea,et,26,612,1008,BCDGEE+ArialNarrow,#000,332,339,561,570,25761,29,P,Document;P
O,I-Alinea,directrice,26,612,1008,BCDGEE+ArialNarrow,#000,341,374,561,570,25761,29,P,Document;P
O,I-Alinea,des,26,612,1008,BCDGEE+ArialNarrow,#000,377,390,561,570,25761,29,P,Document;P
O,I-Alinea,services,26,612,1008,BCDGEE+ArialNarrow,#000,392,422,561,570,25761,29,P,Document;P
O,I-Alinea,juridiques,26,612,1008,BCDGEE+ArialNarrow,#000,424,459,561,570,25761,29,P,Document;P
O,B-Pied,26,26,612,1008,BCDGEE+ArialNarrow,#777,520,527,965,973,26165,,Artifact,
